"RULE_ID","PREDICATE","DIM","DIM_VALUE","SUPPORT","PURCHASE_RATE","BASELINE_RATE","RAW_LIFT","SHRUNK_LIFT","BID_MULTIPLIER","CI_LOWER","CI_UPPER","RULE_ACTION","SOURCE_PLATFORM","VALID_FROM","VALID_TO"
218,"Format=banner AND Metro=New York","Format x Metro","banner_New York",100117,0.007122,0.010739,0.663,0.663,0.66,0.006601,0.007643,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
219,"Format=banner AND Metro=Los Angeles","Format x Metro","banner_Los Angeles",99886,0.007118,0.010739,0.663,0.663,0.66,0.006597,0.007639,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
220,"Publisher=buzzfeed.com AND DeviceType=6","Site x Device","buzzfeed.com_6",18694,0.007061,0.010739,0.658,0.658,0.66,0.005861,0.008261,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
221,"DeviceType=2 AND Genre=Reality","Device x Genre","2_Reality",9355,0.006948,0.010739,0.647,0.647,0.65,0.005265,0.008631,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
184,"Publisher=variety.com AND DeviceType=1","Site x Device","variety.com_1",19040,0.009139,0.010739,0.851,0.851,0.85,0.007787,0.01049,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
185,"Publisher=foxnews.com","SITE_DOMAIN","foxnews.com",133171,0.009086,0.010739,0.846,0.846,0.85,0.008576,0.009596,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
186,"Publisher=tmz.com AND DeviceType=1","Site x Device","tmz.com_1",19092,0.009061,0.010739,0.844,0.844,0.84,0.007717,0.010406,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
187,"Publisher=forbes.com","SITE_DOMAIN","forbes.com",133872,0.009061,0.010739,0.844,0.844,0.84,0.008553,0.009568,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
107,"Format=native AND Metro=Philadelphia","Format x Metro","native_Philadelphia",50180,0.012714,0.010739,1.184,1.184,1.18,0.011734,0.013695,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
108,"Publisher=tmz.com AND DeviceType=7","Site x Device","tmz.com_7",19154,0.012687,0.010739,1.181,1.181,1.18,0.011102,0.014272,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
109,"Publisher=forbes.com AND Format=video","Site x Format","forbes.com_video",33442,0.012649,0.010739,1.178,1.178,1.18,0.011451,0.013847,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
110,"Genre=Documentary","CONTENT_GENRE","Documentary",65730,0.012582,0.010739,1.172,1.172,1.17,0.01173,0.013434,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
111,"Genre=Drama","CONTENT_GENRE","Drama",66591,0.012449,0.010739,1.159,1.159,1.16,0.011607,0.013291,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
129,"Publisher=theverge.com AND DeviceType=1","Site x Device","theverge.com_1",19389,0.011553,0.010739,1.076,1.076,1.08,0.010049,0.013057,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
130,"Publisher=weather.com AND DeviceType=5","Site x Device","weather.com_5",19002,0.011472,0.010739,1.068,1.068,1.07,0.009958,0.012987,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
131,"DeviceType=1 AND Genre=Drama","Device x Genre","1_Drama",9500,0.011368,0.010739,1.059,1.059,1.06,0.009237,0.0135,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
47,"Publisher=people.com AND DeviceType=1","Site x Device","people.com_1",19164,0.015759,0.010739,1.467,1.467,1.47,0.013995,0.017522,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
48,"Publisher=buzzfeed.com AND DeviceType=3","Site x Device","buzzfeed.com_3",19118,0.015744,0.010739,1.466,1.466,1.47,0.01398,0.017509,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
49,"DeviceType=7","DEVICE_TYPE","7",286771,0.015699,0.010739,1.462,1.462,1.46,0.015244,0.016154,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
50,"Publisher=techcrunch.com AND Format=native","Site x Format","techcrunch.com_native",33103,0.015648,0.010739,1.457,1.457,1.46,0.014311,0.016985,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
51,"Publisher=cnn.com AND DeviceType=7","Site x Device","cnn.com_7",19299,0.015597,0.010739,1.452,1.452,1.45,0.013848,0.017345,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
40,"Format=native","AD_FORMAT","native",500028,0.016325,0.010739,1.52,1.52,1.52,0.015974,0.016676,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
41,"Publisher=washingtonpost.com AND DeviceType=3","Site x Device","washingtonpost.com_3",19198,0.0162,0.010739,1.508,1.508,1.51,0.014414,0.017985,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
42,"Publisher=espn.com","SITE_DOMAIN","espn.com",132869,0.016151,0.010739,1.504,1.504,1.5,0.015473,0.016829,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
43,"Publisher=washingtonpost.com AND Format=video","Site x Format","washingtonpost.com_video",33415,0.015921,0.010739,1.483,1.483,1.48,0.014579,0.017263,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
65,"Format=video AND Metro=Miami","Format x Metro","video_Miami",49950,0.014975,0.010739,1.394,1.394,1.39,0.01391,0.01604,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
66,"Publisher=people.com","SITE_DOMAIN","people.com",133883,0.014931,0.010739,1.39,1.39,1.39,0.014281,0.015581,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
67,"Publisher=techcrunch.com AND DeviceType=3","Site x Device","techcrunch.com_3",18968,0.01492,0.010739,1.389,1.389,1.39,0.013195,0.016645,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
68,"Publisher=weather.com AND DeviceType=1","Site x Device","weather.com_1",18986,0.014853,0.010739,1.383,1.383,1.38,0.013132,0.016574,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
230,"Publisher=people.com AND DeviceType=2","Site x Device","people.com_2",19075,0.006396,0.010739,0.596,0.596,0.6,0.005265,0.007527,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
231,"Publisher=washingtonpost.com AND DeviceType=2","Site x Device","washingtonpost.com_2",18929,0.006392,0.010739,0.595,0.595,0.6,0.005257,0.007528,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
232,"Publisher=tmz.com AND DeviceType=6","Site x Device","tmz.com_6",19305,0.006371,0.010739,0.593,0.593,0.59,0.005249,0.007494,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
233,"Publisher=nytimes.com AND Format=banner","Site x Format","nytimes.com_banner",66585,0.006203,0.010739,0.578,0.578,0.58,0.005606,0.006799,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
61,"Publisher=buzzfeed.com AND DeviceType=7","Site x Device","buzzfeed.com_7",18970,0.015076,0.010739,1.404,1.404,1.4,0.013342,0.016811,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
62,"Publisher=cnn.com AND Format=native","Site x Format","cnn.com_native",33245,0.01504,0.010739,1.401,1.401,1.4,0.013732,0.016348,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
63,"Publisher=theverge.com AND DeviceType=3","Site x Device","theverge.com_3",19084,0.015039,0.010739,1.4,1.4,1.4,0.013312,0.016766,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
64,"Format=native AND Metro=Dallas-Ft. Worth","Format x Metro","native_Dallas-Ft. Worth",50137,0.014999,0.010739,1.397,1.397,1.4,0.013935,0.016063,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
251,"Publisher=foxnews.com AND Format=banner","Site x Format","foxnews.com_banner",66493,0.005309,0.010739,0.494,0.494,0.49,0.004756,0.005861,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
252,"DeviceType=2 AND Genre=Drama","Device x Genre","2_Drama",9417,0.005203,0.010739,0.485,0.485,0.48,0.00375,0.006656,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
253,"DeviceType=2 AND Genre=Documentary","Device x Genre","2_Documentary",9417,0.005203,0.010739,0.485,0.485,0.48,0.00375,0.006656,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
254,"Publisher=forbes.com AND Format=banner","Site x Format","forbes.com_banner",67031,0.005177,0.010739,0.482,0.482,0.48,0.004633,0.00572,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
255,"Publisher=bbc.com AND Format=banner","Site x Format","bbc.com_banner",66505,0.005158,0.010739,0.48,0.48,0.48,0.004613,0.005702,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
171,"Metro=Dallas-Ft. Worth","GEO_METRO","Dallas-Ft. Worth",199984,0.010036,0.010739,0.935,0.935,0.93,0.009599,0.010473,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
172,"Publisher=cnn.com","SITE_DOMAIN","cnn.com",132702,0.009834,0.010739,0.916,0.916,0.92,0.009303,0.010365,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
173,"Publisher=weather.com AND DeviceType=6","Site x Device","weather.com_6",18955,0.009813,0.010739,0.914,0.914,0.91,0.008409,0.011216,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
174,"Publisher=forbes.com AND DeviceType=1","Site x Device","forbes.com_1",19158,0.009761,0.010739,0.909,0.909,0.91,0.008369,0.011153,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
166,"Publisher=cnet.com AND DeviceType=1","Site x Device","cnet.com_1",19040,0.010137,0.010739,0.944,0.944,0.94,0.008714,0.011559,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
167,"Publisher=washingtonpost.com AND DeviceType=6","Site x Device","washingtonpost.com_6",18943,0.010136,0.010739,0.944,0.944,0.94,0.008709,0.011562,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
168,"Publisher=tmz.com AND DeviceType=3","Site x Device","tmz.com_3",18974,0.010119,0.010739,0.942,0.942,0.94,0.008695,0.011543,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
169,"Publisher=theverge.com","SITE_DOMAIN","theverge.com",133334,0.010117,0.010739,0.942,0.942,0.94,0.00958,0.010655,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
170,"DeviceType=6 AND Genre=Comedy","Device x Genre","6_Comedy",9305,0.010102,0.010739,0.941,0.941,0.94,0.00807,0.012134,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
90,"Genre=Comedy","CONTENT_GENRE","Comedy",66109,0.013463,0.010739,1.254,1.254,1.25,0.012584,0.014341,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
91,"Publisher=foxnews.com AND Format=native","Site x Format","foxnews.com_native",33292,0.013397,0.010739,1.247,1.247,1.25,0.012162,0.014632,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
92,"Publisher=bbc.com AND DeviceType=3","Site x Device","bbc.com_3",18974,0.013387,0.010739,1.247,1.247,1.25,0.011751,0.015022,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
93,"Publisher=weather.com","SITE_DOMAIN","weather.com",133063,0.013377,0.010739,1.246,1.246,1.25,0.01276,0.013994,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
94,"Publisher=cnn.com AND Format=video","Site x Format","cnn.com_video",32986,0.013369,0.010739,1.245,1.245,1.24,0.01213,0.014609,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
82,"Publisher=foxnews.com AND DeviceType=7","Site x Device","foxnews.com_7",19087,0.013936,0.010739,1.298,1.298,1.3,0.012273,0.015599,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
83,"Publisher=cnet.com AND Format=native","Site x Format","cnet.com_native",33359,0.013879,0.010739,1.292,1.292,1.29,0.012624,0.015135,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
84,"Publisher=theverge.com AND DeviceType=7","Site x Device","theverge.com_7",18950,0.013826,0.010739,1.287,1.287,1.29,0.012163,0.015488,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
85,"Publisher=foxnews.com AND DeviceType=3","Site x Device","foxnews.com_3",19175,0.01382,0.010739,1.287,1.287,1.29,0.012168,0.015473,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
209,"Publisher=cnn.com AND DeviceType=5","Site x Device","cnn.com_5",18962,0.007752,0.010739,0.722,0.722,0.72,0.006504,0.009001,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
210,"Metro=Phoenix","GEO_METRO","Phoenix",199836,0.007701,0.010739,0.717,0.717,0.72,0.007318,0.008085,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
211,"DeviceType=1 AND Genre=News","Device x Genre","1_News",9384,0.007673,0.010739,0.714,0.714,0.71,0.005907,0.009438,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
141,"PubName=BBC Studios","PUBLISHER_NAME","BBC Studios",250092,0.010964,0.010739,1.021,1.021,1.02,0.010556,0.011372,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
142,"PubName=Fox Corp","PUBLISHER_NAME","Fox Corp",249394,0.010943,0.010739,1.019,1.019,1.02,0.010534,0.011351,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
143,"DeviceType=6 AND Genre=Drama","Device x Genre","6_Drama",9455,0.010894,0.010739,1.014,1.014,1.01,0.008801,0.012986,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
144,"PubName=WaPo Digital","PUBLISHER_NAME","WaPo Digital",249822,0.01088,0.010739,1.013,1.013,1.01,0.010473,0.011287,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
6,"Publisher=espn.com AND Format=native","Site x Format","espn.com_native",33136,0.023871,0.010739,2.223,2.223,2.22,0.022228,0.025515,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
7,"DeviceType=1 AND Genre=Sports","Device x Genre","1_Sports",9517,0.023327,0.010739,2.172,2.172,2.17,0.020294,0.026359,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
8,"DeviceType=4 AND Genre=Sports","Device x Genre","4_Sports",9529,0.023297,0.010739,2.169,2.169,2.17,0.020269,0.026326,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
9,"Publisher=espn.com AND DeviceType=3","Site x Device","espn.com_3",18809,0.022968,0.010739,2.139,2.139,2.14,0.020827,0.025109,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
200,"Publisher=techcrunch.com AND DeviceType=5","Site x Device","techcrunch.com_5",18903,0.0082,0.010739,0.764,0.764,0.76,0.006914,0.009485,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
201,"Publisher=tmz.com","SITE_DOMAIN","tmz.com",133957,0.008129,0.010739,0.757,0.757,0.76,0.007649,0.00861,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
202,"Publisher=cnet.com AND DeviceType=5","Site x Device","cnet.com_5",19323,0.008022,0.010739,0.747,0.747,0.75,0.006764,0.009279,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
203,"Publisher=nytimes.com AND DeviceType=6","Site x Device","nytimes.com_6",18973,0.008011,0.010739,0.746,0.746,0.75,0.006743,0.00928,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
204,"Publisher=theverge.com AND DeviceType=5","Site x Device","theverge.com_5",19124,0.008,0.010739,0.745,0.745,0.74,0.006738,0.009263,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
95,"Publisher=cnet.com AND DeviceType=7","Site x Device","cnet.com_7",19364,0.013272,0.010739,1.236,1.236,1.24,0.01166,0.014884,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
96,"Publisher=forbes.com AND Format=native","Site x Format","forbes.com_native",33399,0.013264,0.010739,1.235,1.235,1.24,0.012037,0.014491,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
97,"Publisher=weather.com AND DeviceType=4","Site x Device","weather.com_4",18901,0.013227,0.010739,1.232,1.232,1.23,0.011598,0.014856,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
98,"Publisher=forbes.com AND DeviceType=7","Site x Device","forbes.com_7",19083,0.013153,0.010739,1.225,1.225,1.22,0.011537,0.01477,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
263,"Publisher=tmz.com AND Format=banner","Site x Format","tmz.com_banner",67109,0.004336,0.010739,0.404,0.404,0.4,0.003839,0.004833,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
264,"Publisher=cnn.com AND DeviceType=2","Site x Device","cnn.com_2",18870,0.004293,0.010739,0.4,0.4,0.4,0.00336,0.005225,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
265,"Publisher=foxnews.com AND DeviceType=2","Site x Device","foxnews.com_2",18777,0.004261,0.010739,0.397,0.397,0.4,0.003329,0.005192,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
266,"Publisher=nytimes.com AND DeviceType=2","Site x Device","nytimes.com_2",18995,0.004054,0.010739,0.377,0.377,0.38,0.00315,0.004957,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
267,"Publisher=bbc.com AND DeviceType=2","Site x Device","bbc.com_2",19113,0.003662,0.010739,0.341,0.341,0.34,0.002806,0.004519,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
212,"Format=banner AND Metro=Houston","Format x Metro","banner_Houston",100181,0.007646,0.010739,0.712,0.712,0.71,0.007107,0.008186,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
213,"Publisher=weather.com AND Format=banner","Site x Format","weather.com_banner",66845,0.007585,0.010739,0.706,0.706,0.71,0.006927,0.008242,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
214,"Publisher=foxnews.com AND DeviceType=5","Site x Device","foxnews.com_5",18987,0.007321,0.010739,0.682,0.682,0.68,0.006108,0.008533,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
215,"Format=banner AND Metro=Miami","Format x Metro","banner_Miami",100173,0.007307,0.010739,0.68,0.68,0.68,0.00678,0.007835,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
216,"Publisher=variety.com AND DeviceType=5","Site x Device","variety.com_5",19446,0.007302,0.010739,0.68,0.68,0.68,0.006106,0.008499,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
31,"Publisher=espn.com AND DeviceType=4","Site x Device","espn.com_4",18769,0.017263,0.010739,1.607,1.607,1.61,0.015399,0.019126,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
32,"Publisher=espn.com AND DeviceType=1","Site x Device","espn.com_1",19050,0.017165,0.010739,1.598,1.598,1.6,0.015321,0.01901,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
33,"DeviceType=3 AND Genre=Drama","Device x Genre","3_Drama",9674,0.017056,0.010739,1.588,1.588,1.59,0.014476,0.019636,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
34,"Publisher=nytimes.com AND DeviceType=3","Site x Device","nytimes.com_3",19132,0.01704,0.010739,1.587,1.587,1.59,0.015206,0.018873,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
103,"Publisher=people.com AND DeviceType=5","Site x Device","people.com_5",19060,0.012802,0.010739,1.192,1.192,1.19,0.011206,0.014398,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
104,"DeviceType=5 AND Genre=Reality","Device x Genre","5_Reality",9374,0.012801,0.010739,1.192,1.192,1.19,0.010526,0.015077,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
105,"Publisher=tmz.com AND Format=native","Site x Format","tmz.com_native",33705,0.012728,0.010739,1.185,1.185,1.19,0.011531,0.013925,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
106,"Publisher=forbes.com AND DeviceType=3","Site x Device","forbes.com_3",19093,0.012727,0.010739,1.185,1.185,1.19,0.011137,0.014317,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
52,"Publisher=theverge.com AND Format=native","Site x Format","theverge.com_native",33394,0.015572,0.010739,1.45,1.45,1.45,0.014244,0.0169,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
53,"Format=video AND Metro=New York","Format x Metro","video_New York",49719,0.015547,0.010739,1.448,1.448,1.45,0.01446,0.016635,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
54,"DeviceType=3","DEVICE_TYPE","3",285930,0.015539,0.010739,1.447,1.447,1.45,0.015085,0.015992,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
55,"DeviceType=5 AND Genre=Sports","Device x Genre","5_Sports",9480,0.015506,0.010739,1.444,1.444,1.44,0.013019,0.017994,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
56,"Publisher=nytimes.com AND DeviceType=7","Site x Device","nytimes.com_7",19024,0.015402,0.010739,1.434,1.434,1.43,0.013652,0.017152,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
99,"Publisher=variety.com AND DeviceType=3","Site x Device","variety.com_3",19134,0.013066,0.010739,1.217,1.217,1.22,0.011457,0.014675,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
100,"Publisher=espn.com AND DeviceType=5","Site x Device","espn.com_5",18990,0.01306,0.010739,1.216,1.216,1.22,0.011445,0.014674,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
101,"Publisher=cnet.com AND DeviceType=3","Site x Device","cnet.com_3",19095,0.01304,0.010739,1.214,1.214,1.21,0.011431,0.014649,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
102,"Metro=Los Angeles","GEO_METRO","Los Angeles",200086,0.012899,0.010739,1.201,1.201,1.2,0.012405,0.013394,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
153,"Publisher=nytimes.com AND DeviceType=1","Site x Device","nytimes.com_1",19048,0.010657,0.010739,0.992,0.992,0.99,0.009199,0.012116,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
154,"PubName=NYT Media","PUBLISHER_NAME","NYT Media",250275,0.010624,0.010739,0.989,0.989,0.99,0.010223,0.011026,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
155,"Publisher=techcrunch.com AND DeviceType=4","Site x Device","techcrunch.com_4",19155,0.010546,0.010739,0.982,0.982,0.98,0.009099,0.011992,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
156,"Publisher=buzzfeed.com AND DeviceType=4","Site x Device","buzzfeed.com_4",19045,0.010501,0.010739,0.978,0.978,0.98,0.009054,0.011949,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
157,"DeviceType=2 AND Genre=Sports","Device x Genre","2_Sports",9439,0.010488,0.010739,0.977,0.977,0.98,0.008433,0.012544,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
188,"Metro=Denver","GEO_METRO","Denver",199821,0.009008,0.010739,0.839,0.839,0.84,0.008594,0.009422,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
189,"DeviceType=6 AND Genre=Documentary","Device x Genre","6_Documentary",9351,0.008983,0.010739,0.836,0.836,0.84,0.007071,0.010895,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
190,"Publisher=forbes.com AND DeviceType=4","Site x Device","forbes.com_4",19179,0.008968,0.010739,0.835,0.835,0.84,0.007634,0.010302,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
191,"Publisher=bbc.com","SITE_DOMAIN","bbc.com",133194,0.008912,0.010739,0.83,0.83,0.83,0.008407,0.009417,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
1,"DeviceType=3 AND Genre=Sports","Device x Genre","3_Sports",9454,0.030781,0.010739,2.866,2.866,2.5,0.027299,0.034262,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
2,"DeviceType=7 AND Genre=Sports","Device x Genre","7_Sports",9533,0.030211,0.010739,2.813,2.813,2.5,0.026775,0.033647,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
3,"DeviceType=3 AND Genre=Reality","Device x Genre","3_Reality",9536,0.025273,0.010739,2.353,2.353,2.35,0.022122,0.028423,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
4,"Publisher=espn.com AND DeviceType=7","Site x Device","espn.com_7",19154,0.024486,0.010739,2.28,2.28,2.28,0.022297,0.026675,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
5,"Publisher=people.com AND Format=native","Site x Format","people.com_native",33384,0.023964,0.010739,2.231,2.231,2.23,0.022323,0.025604,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
