"AUCTION_ID","EVENT_TYPE","PUBLISHER_DOMAIN","CREATIVE_FORMAT","PLACEMENT_NAME","DEVICE_TYPE","DEVICE_PLATFORM","APP_NAME","BRAND_ID","BRAND_NAME","PURCHASE_AMOUNT","MATCH_CODE"
"397af236-bfd0-458c-9886-d98b4bcc0070","impression","nytimes.com","Hover","Breakaway Display","Phone","","",1144673,"Walmart Grocery",7.49,"MDI1"
"397af236-bfd0-458c-9886-d98b4bcc0070","impression","nytimes.com","Hover","Breakaway Display","Phone","","",1144673,"Walmart Grocery",7.49,"MDI1"
"ee2fc0e8-87ae-4cf1-8b7e-92f440931fc9","video_start","weather.com","ABA Display","Anchor w Video Package","Phone","","",1144850,"Sephora",7.49,"MDI1"
"059210e8-4987-4801-9784-ff2a733dcc6b","click","tmz.com","ABA Display","Anchor w Video Package","Tablet","","Fubo TV",1144850,"Sephora",7.55,"MDI1"
"5813c231-d2c6-4d86-9540-e5c6b34858e9","video_complete","buzzfeed.com","HighRise","Middle Banner - Standard","Phone","","Peacock",1144673,"Walmart Grocery",7.48,"MDI1"
"5813c231-d2c6-4d86-9540-e5c6b34858e9","video_complete","buzzfeed.com","HighRise","Middle Banner - Standard","Phone","","Peacock",1144673,"Walmart Grocery",7.48,"MDI1"
"cee3a6a6-188f-4d52-9eff-b837c61d4316","video_midpoint","theverge.com","Venti","Middle Banner - Standard","Phone","Roku","Fubo TV",1144750,"Target",7.43,"MDI1"
"42cd06e3-3431-4763-ba36-7f59cd0ce56d","impression","forbes.com","HighRise","Anchor w Video Package","Phone","","Tubi",1144850,"Sephora",7.39,"MDI1"
"a764de97-ed9b-4e3f-90ed-c8f7377e608c","impression","forbes.com","Hover","Runway Premium","Phone","","",1144790,"Apple",7.43,"MDI1"
"a7503cd9-4aa3-46ef-bcb0-94f141f14e54","video_start","tmz.com","Runway","CTV Venti Package","Connected TV","Android TV","",1144850,"Sephora",7.49,"MDI1"
"a7503cd9-4aa3-46ef-bcb0-94f141f14e54","video_start","tmz.com","Runway","CTV Venti Package","Connected TV","Android TV","",1144850,"Sephora",7.49,"MDI1"
"74f7eca6-64c3-433b-bfec-eda7e22a8135","impression","weather.com","Hover","Runway Premium","Connected TV","Roku","",1144790,"Apple",7.53,"MDI1"
"a2aeadfe-2b17-4b03-b341-9938b6d21bcd","click","nytimes.com","ABA Display","Middle Banner - Standard","Tablet","Fire TV","",1144790,"Apple",7.52,"MDI1"
"a2aeadfe-2b17-4b03-b341-9938b6d21bcd","click","nytimes.com","ABA Display","Middle Banner - Standard","Tablet","Fire TV","",1144790,"Apple",7.52,"MDI1"
"a2aeadfe-2b17-4b03-b341-9938b6d21bcd","click","nytimes.com","ABA Display","Middle Banner - Standard","Tablet","Fire TV","",1144790,"Apple",7.52,"MDI1"
"89f59e5a-a213-4bf6-8986-cbc28bb6c197","click","variety.com","ABA Display","Middle Banner - Standard","Computer","LG Smart TV","",1144800,"Home Depot",7.55,"MDI1"
"07411851-32b8-41f4-8422-bc11cc7611d6","video_midpoint","usatoday.com","HighRise","Runway Premium","Connected TV","","",1144673,"Walmart Grocery",7.41,"MDI1"
"8e635cab-49f1-4c7c-add8-b1c3fe4cf671","video_firstquartile","people.com","Runway","Middle Banner - Standard","Phone","","",1144800,"Home Depot",7.39,"MDI1"
"8e635cab-49f1-4c7c-add8-b1c3fe4cf671","video_firstquartile","people.com","Runway","Middle Banner - Standard","Phone","","",1144800,"Home Depot",7.39,"MDI1"
"9bd9fc10-925b-493b-ab4a-9782c2bfea08","impression","buzzfeed.com","HighRise","Anchor w Video Package","Connected TV","","Peacock",1144750,"Target",7.44,"MDI1"
"9bd9fc10-925b-493b-ab4a-9782c2bfea08","impression","buzzfeed.com","HighRise","Anchor w Video Package","Connected TV","","Peacock",1144750,"Target",7.44,"MDI1"
"547961ea-be89-4240-abc9-c15d1054f8c2","video_firstquartile","weather.com","Venti","Middle Banner - Standard","Connected TV","","",1144790,"Apple",7.42,"MDI1"
"547961ea-be89-4240-abc9-c15d1054f8c2","video_firstquartile","weather.com","Venti","Middle Banner - Standard","Connected TV","","",1144790,"Apple",7.42,"MDI1"
"45814ba5-af29-4c5b-9eb5-60123755a4cf","video_complete","cnn.com","HighRise","Breakaway Display","Tablet","Apple TV","",1144790,"Apple",7.51,"MDI1"
"474c7914-c4b2-41eb-b43a-b6bea9fc38a7","video_firstquartile","forbes.com","Breakaway","Runway Premium","Tablet","Roku","Fubo TV",1144720,"McDonalds",7.4,"MDI1"
"23040da8-204f-44ca-abe6-c21cee998f08","video_thirdquartile","weather.com","Breakaway","Anchor w Video Package","Connected TV","Samsung TV","",1144673,"Walmart Grocery",7.51,"MDI1"
"23040da8-204f-44ca-abe6-c21cee998f08","video_thirdquartile","weather.com","Breakaway","Anchor w Video Package","Connected TV","Samsung TV","",1144673,"Walmart Grocery",7.51,"MDI1"
"aef9e6bc-0568-4dd8-b475-23e3700dadc9","impression","espn.com","ABA Display","Middle Banner - Standard","Phone","","",1144760,"Nike",7.5,"MDI1"
"aef9e6bc-0568-4dd8-b475-23e3700dadc9","impression","espn.com","ABA Display","Middle Banner - Standard","Phone","","",1144760,"Nike",7.5,"MDI1"
"aef9e6bc-0568-4dd8-b475-23e3700dadc9","impression","espn.com","ABA Display","Middle Banner - Standard","Phone","","",1144760,"Nike",7.5,"MDI1"
"9993d56b-e1bd-4534-b981-310ebae00792","impression","weather.com","Runway","CTV Venti Package","Phone","","",1144780,"CVS",7.5,"MDI1"
"9993d56b-e1bd-4534-b981-310ebae00792","impression","weather.com","Runway","CTV Venti Package","Phone","","",1144780,"CVS",7.5,"MDI1"
"a2532e77-0f23-4cd0-b21d-0af389b38a3f","video_midpoint","espn.com","ABA Display","Mobile Hover","Computer","Fire TV","Pluto TV",1144722,"Chick-fil-A",7.43,"MDI1"
"74741ad6-8b94-41e5-92f8-97c44b9b67e9","video_firstquartile","variety.com","Venti","CTV Venti Package","Connected TV","Roku","",1144750,"Target",7.48,"MDI1"
"74741ad6-8b94-41e5-92f8-97c44b9b67e9","video_firstquartile","variety.com","Venti","CTV Venti Package","Connected TV","Roku","",1144750,"Target",7.48,"MDI1"
"39079ce2-ac73-4472-9fdd-64dceef49eb8","impression","cnn.com","HighRise","Runway Premium","Phone","","Pluto TV",1144761,"Old Navy",7.44,"MDI1"
"34d6907a-96d4-4b2f-a225-0d73dd741d0f","video_complete","usatoday.com","Venti","Anchor w Video Package","Phone","","Paramount+",1144780,"CVS",7.45,"MDI1"
"773130fc-233e-4f4c-8056-f5b09238cd68","impression","cnn.com","Venti","Runway Premium","Phone","","",1144850,"Sephora",7.45,"MDI1"
"773130fc-233e-4f4c-8056-f5b09238cd68","impression","cnn.com","Venti","Runway Premium","Phone","","",1144850,"Sephora",7.45,"MDI1"
"1306e902-c119-44c2-81d2-b78c6f30e1a7","video_start","cnn.com","Breakaway","Runway Premium","Tablet","","",1144673,"Walmart Grocery",7.4,"MDI1"
"ead591b6-a55c-4f17-ba1c-587626cae3d9","video_load","usatoday.com","Runway","Middle Banner - Standard","Tablet","","",1144910,"Netflix",7.41,"MDI1"
"76973a3d-3d2a-4616-899d-d48e085f248e","video_firstquartile","espn.com","Breakaway","Mobile Hover","Phone","","",1144750,"Target",7.41,"MDI1"
"68afeda1-9c8a-4265-99ef-1a8f5c936936","video_complete","people.com","ABA Display","Breakaway Display","Connected TV","","",1144760,"Nike",7.6,"MDI1"
"68afeda1-9c8a-4265-99ef-1a8f5c936936","video_complete","people.com","ABA Display","Breakaway Display","Connected TV","","",1144760,"Nike",7.6,"MDI1"
"68afeda1-9c8a-4265-99ef-1a8f5c936936","video_complete","people.com","ABA Display","Breakaway Display","Connected TV","","",1144760,"Nike",7.6,"MDI1"
"1d139bf2-6bd6-4289-8c65-2615cc800b21","impression","theverge.com","ABA Display","Middle Banner - Standard","Tablet","","",1144720,"McDonalds",7.47,"MDI1"
"1d139bf2-6bd6-4289-8c65-2615cc800b21","impression","theverge.com","ABA Display","Middle Banner - Standard","Tablet","","",1144720,"McDonalds",7.47,"MDI1"
"54448f73-8ed4-44e0-92e5-a3af6e7d3cc3","video_thirdquartile","techcrunch.com","Breakaway","Anchor w Video Package","Phone","","",1144790,"Apple",7.48,"MDI1"
"95844ecb-5b9f-4f0c-aab5-91162fdb7848","impression","cnn.com","Hover","CTV Venti Package","Tablet","","",1144761,"Old Navy",7.41,"MDI1"
"0e8073de-7faf-422f-91d4-5bec77fbbd68","impression","espn.com","ABA Display","Runway Premium","Tablet","","",1144720,"McDonalds",7.43,"MDI1"
"0e8073de-7faf-422f-91d4-5bec77fbbd68","impression","espn.com","ABA Display","Runway Premium","Tablet","","",1144720,"McDonalds",7.43,"MDI1"
"18b10a7c-2624-47fd-a140-2e2682711299","video_complete","weather.com","Hover","CTV Venti Package","Connected TV","","",1144722,"Chick-fil-A",7.45,"MDI1"
"18b10a7c-2624-47fd-a140-2e2682711299","video_complete","weather.com","Hover","CTV Venti Package","Connected TV","","",1144722,"Chick-fil-A",7.45,"MDI1"
"18b10a7c-2624-47fd-a140-2e2682711299","video_complete","weather.com","Hover","CTV Venti Package","Connected TV","","",1144722,"Chick-fil-A",7.45,"MDI1"
"122120f0-1750-45b4-8669-9b1c5d5b6076","video_complete","forbes.com","Breakaway","CTV Venti Package","Connected TV","","",1144760,"Nike",7.57,"MDI1"
"122120f0-1750-45b4-8669-9b1c5d5b6076","video_complete","forbes.com","Breakaway","CTV Venti Package","Connected TV","","",1144760,"Nike",7.57,"MDI1"
"c0cef8b6-855c-47d6-99dd-519d6a0ec2d2","click","nytimes.com","Venti","Runway Premium","Computer","","Pluto TV",1144761,"Old Navy",7.42,"MDI1"
"c0cef8b6-855c-47d6-99dd-519d6a0ec2d2","click","nytimes.com","Venti","Runway Premium","Computer","","Pluto TV",1144761,"Old Navy",7.42,"MDI1"
"19b67145-e6f1-48d4-b2b2-8a283fcb83e5","video_thirdquartile","buzzfeed.com","Venti","Breakaway Display","Computer","","Tubi",1144790,"Apple",7.42,"MDI1"
"19b67145-e6f1-48d4-b2b2-8a283fcb83e5","video_thirdquartile","buzzfeed.com","Venti","Breakaway Display","Computer","","Tubi",1144790,"Apple",7.42,"MDI1"
"532ee68a-1f21-4c90-aa3a-7f4201074b61","impression","people.com","HighRise","Breakaway Display","Phone","Roku","Paramount+",1144720,"McDonalds",7.47,"MDI1"
"532ee68a-1f21-4c90-aa3a-7f4201074b61","impression","people.com","HighRise","Breakaway Display","Phone","Roku","Paramount+",1144720,"McDonalds",7.47,"MDI1"
"d84abb70-efd1-40e4-a832-b6cb9d8f3c8c","video_load","cnn.com","Breakaway","Middle Banner - Standard","Phone","Roku","",1144721,"Starbucks",7.48,"MDI1"
"6e830b4c-feb7-4e9b-aebf-3dfe8735ed2e","video_load","espn.com","HighRise","Anchor w Video Package","Connected TV","","",1144910,"Netflix",7.48,"MDI1"
"6e830b4c-feb7-4e9b-aebf-3dfe8735ed2e","video_load","espn.com","HighRise","Anchor w Video Package","Connected TV","","",1144910,"Netflix",7.48,"MDI1"
"6a844f4f-c5a0-41f8-873a-b47ef237e3f6","video_load","weather.com","Venti","Mobile Hover","Phone","LG Smart TV","Pluto TV",1144722,"Chick-fil-A",7.49,"MDI1"
"6a844f4f-c5a0-41f8-873a-b47ef237e3f6","video_load","weather.com","Venti","Mobile Hover","Phone","LG Smart TV","Pluto TV",1144722,"Chick-fil-A",7.49,"MDI1"
"a4d452a8-1a55-4e9b-a55c-a14a81749ae8","video_midpoint","theverge.com","Venti","Breakaway Display","Connected TV","","",1144721,"Starbucks",7.55,"MDI1"
"a4d452a8-1a55-4e9b-a55c-a14a81749ae8","video_midpoint","theverge.com","Venti","Breakaway Display","Connected TV","","",1144721,"Starbucks",7.55,"MDI1"
"925c6932-5442-4381-82cc-6a57a588f2b0","video_thirdquartile","variety.com","HighRise","Breakaway Display","Phone","","",1144673,"Walmart Grocery",7.51,"MDI1"
"ef5f861f-c556-470d-a73a-3f49fd0dafda","video_thirdquartile","tmz.com","Breakaway","Breakaway Display","Connected TV","","",1144850,"Sephora",7.54,"MDI1"
"0fc37dab-f97c-4b19-b646-1607cd0bc81f","click","cnn.com","Hover","CTV Venti Package","Tablet","","Peacock",1144910,"Netflix",7.56,"MDI1"
"0fc37dab-f97c-4b19-b646-1607cd0bc81f","click","cnn.com","Hover","CTV Venti Package","Tablet","","Peacock",1144910,"Netflix",7.56,"MDI1"
"0fc37dab-f97c-4b19-b646-1607cd0bc81f","click","cnn.com","Hover","CTV Venti Package","Tablet","","Peacock",1144910,"Netflix",7.56,"MDI1"
"26717664-515a-4a88-af46-d5d3a8284d22","impression","usatoday.com","ABA Display","Runway Premium","Connected TV","Samsung TV","",1144720,"McDonalds",7.42,"MDI1"
"26717664-515a-4a88-af46-d5d3a8284d22","impression","usatoday.com","ABA Display","Runway Premium","Connected TV","Samsung TV","",1144720,"McDonalds",7.42,"MDI1"
"2b523d93-c007-461d-949b-6272e407ec40","video_midpoint","techcrunch.com","HighRise","CTV Venti Package","Tablet","Android TV","Peacock",1144673,"Walmart Grocery",7.49,"MDI1"
"151b8b40-99a1-4503-853b-5f46fc905e90","impression","tmz.com","HighRise","Runway Premium","Tablet","Samsung TV","Paramount+",1144780,"CVS",7.44,"MDI1"
"71ea0951-ecca-4991-9364-c08960082c0d","impression","techcrunch.com","ABA Display","Breakaway Display","Phone","Fire TV","",1144761,"Old Navy",7.52,"MDI1"
"b01c9361-9685-4a15-8709-a4b36250a8f8","click","theverge.com","HighRise","Breakaway Display","Connected TV","","",1144673,"Walmart Grocery",7.45,"MDI1"
"b01c9361-9685-4a15-8709-a4b36250a8f8","click","theverge.com","HighRise","Breakaway Display","Connected TV","","",1144673,"Walmart Grocery",7.45,"MDI1"
"55b4c763-f6c4-410d-854b-b5c859978f63","click","variety.com","Runway","Middle Banner - Standard","Tablet","","",1144761,"Old Navy",7.43,"MDI1"
"55b4c763-f6c4-410d-854b-b5c859978f63","click","variety.com","Runway","Middle Banner - Standard","Tablet","","",1144761,"Old Navy",7.43,"MDI1"
"4eae4be9-4b89-4c21-9f6f-acfdd20c03de","impression","espn.com","HighRise","Runway Premium","Tablet","","Fubo TV",1144790,"Apple",7.44,"MDI1"
"43bc8ff8-db90-4e24-b54f-08ff513999d8","impression","espn.com","ABA Display","Anchor w Video Package","Connected TV","","",1144673,"Walmart Grocery",7.52,"MDI1"
"74de577b-3f5e-49b4-9474-cbd8b526b49d","click","techcrunch.com","Breakaway","Mobile Hover","Tablet","","",1144722,"Chick-fil-A",7.56,"MDI1"
"74de577b-3f5e-49b4-9474-cbd8b526b49d","click","techcrunch.com","Breakaway","Mobile Hover","Tablet","","",1144722,"Chick-fil-A",7.56,"MDI1"
"74de577b-3f5e-49b4-9474-cbd8b526b49d","click","techcrunch.com","Breakaway","Mobile Hover","Tablet","","",1144722,"Chick-fil-A",7.56,"MDI1"
"c3c7bfbc-a769-4413-a997-eb27e486fd5e","video_firstquartile","forbes.com","Venti","Mobile Hover","Computer","","",1144761,"Old Navy",7.41,"MDI1"
"c3c7bfbc-a769-4413-a997-eb27e486fd5e","video_firstquartile","forbes.com","Venti","Mobile Hover","Computer","","",1144761,"Old Navy",7.41,"MDI1"
"c3c7bfbc-a769-4413-a997-eb27e486fd5e","video_firstquartile","forbes.com","Venti","Mobile Hover","Computer","","",1144761,"Old Navy",7.41,"MDI1"
"1e43687f-5530-4e13-bb22-35ec781de15c","video_midpoint","theverge.com","Hover","Mobile Hover","Phone","","Paramount+",1144673,"Walmart Grocery",7.48,"MDI1"
"3384f5b7-75e9-4b30-9da4-60496d76b399","video_midpoint","theverge.com","Venti","Runway Premium","Tablet","","Fubo TV",1144910,"Netflix",7.48,"MDI1"
"00c7c5e2-a8c7-43b7-b370-6863ffa56c98","video_thirdquartile","techcrunch.com","Venti","Breakaway Display","Computer","Apple TV","Pluto TV",1144721,"Starbucks",7.49,"MDI1"
"00c7c5e2-a8c7-43b7-b370-6863ffa56c98","video_thirdquartile","techcrunch.com","Venti","Breakaway Display","Computer","Apple TV","Pluto TV",1144721,"Starbucks",7.49,"MDI1"
"00c7c5e2-a8c7-43b7-b370-6863ffa56c98","video_thirdquartile","techcrunch.com","Venti","Breakaway Display","Computer","Apple TV","Pluto TV",1144721,"Starbucks",7.49,"MDI1"
"2e958fef-75a0-498d-99d2-8e9239894650","video_firstquartile","theverge.com","Hover","Anchor w Video Package","Phone","","Peacock",1144790,"Apple",7.47,"MDI1"
"5611ff64-e6d7-4088-8188-f04b86f1bdc2","impression","tmz.com","ABA Display","Middle Banner - Standard","Phone","","",1144722,"Chick-fil-A",7.43,"MDI1"
"5611ff64-e6d7-4088-8188-f04b86f1bdc2","impression","tmz.com","ABA Display","Middle Banner - Standard","Phone","","",1144722,"Chick-fil-A",7.43,"MDI1"
"05f1adeb-5337-44e5-8058-18d2110d46dc","impression","usatoday.com","HighRise","Anchor w Video Package","Tablet","","Fubo TV",1144780,"CVS",7.47,"MDI1"
"02a8e2b8-c9e6-4663-aed9-86306a30d326","video_start","weather.com","HighRise","Anchor w Video Package","Connected TV","Fire TV","",1144760,"Nike",7.43,"MDI1"
"02a8e2b8-c9e6-4663-aed9-86306a30d326","video_start","weather.com","HighRise","Anchor w Video Package","Connected TV","Fire TV","",1144760,"Nike",7.43,"MDI1"
"3e8a6037-8f99-45cb-8c71-b79875444280","video_start","buzzfeed.com","Runway","Anchor w Video Package","Connected TV","Fire TV","",1144722,"Chick-fil-A",7.44,"MDI1"
"e9f3db5b-dfe1-4d16-a3a7-58f8e648b627","video_load","theverge.com","ABA Display","Runway Premium","Tablet","","",1144722,"Chick-fil-A",7.42,"MDI1"
"61cc60e5-0cb4-4533-ace5-8319561840c0","impression","techcrunch.com","Runway","Breakaway Display","Tablet","","",1144673,"Walmart Grocery",7.43,"MDI1"
"cf16c15a-e800-47ad-919b-2b0f5bf18d14","video_midpoint","tmz.com","Venti","Breakaway Display","Phone","","",1144720,"McDonalds",7.44,"MDI1"
"5ecf0b3e-a1ed-405f-bf22-67b2385cbc21","video_midpoint","variety.com","ABA Display","Breakaway Display","Computer","","",1144722,"Chick-fil-A",7.4,"MDI1"
"8ad8b7f5-7002-4495-9e56-e7612230ad1c","impression","people.com","ABA Display","Breakaway Display","Connected TV","","",1144790,"Apple",7.4,"MDI1"
"8ad8b7f5-7002-4495-9e56-e7612230ad1c","impression","people.com","ABA Display","Breakaway Display","Connected TV","","",1144790,"Apple",7.4,"MDI1"
"af1c28c0-b5c1-4d3e-be49-55591cdcf143","click","weather.com","Runway","Runway Premium","Connected TV","","",1144790,"Apple",7.55,"MDI1"
"af1c28c0-b5c1-4d3e-be49-55591cdcf143","click","weather.com","Runway","Runway Premium","Connected TV","","",1144790,"Apple",7.55,"MDI1"
"3d8c7ca1-6dde-41ff-bdd3-5f2d235aa2c8","video_midpoint","buzzfeed.com","Hover","Anchor w Video Package","Tablet","","",1144761,"Old Navy",7.42,"MDI1"
"c1cd8e50-e34b-4dc3-ab14-238a55b49410","impression","usatoday.com","HighRise","CTV Venti Package","Connected TV","","",1144780,"CVS",7.5,"MDI1"
"cce86270-8a83-49a8-967f-998d58b8be38","video_complete","espn.com","HighRise","Middle Banner - Standard","Connected TV","","",1144750,"Target",7.49,"MDI1"
"c249c5a8-4dec-4e29-a305-5cc5bd720a91","video_load","forbes.com","Hover","CTV Venti Package","Phone","","",1144790,"Apple",7.47,"MDI1"
"cb1b3f99-f0ae-47b6-a815-3017882f88ac","impression","weather.com","HighRise","CTV Venti Package","Phone","","",1144850,"Sephora",7.4,"MDI1"
"7642dc3a-0678-44b3-b73c-38bf375c160d","click","cnn.com","Hover","Anchor w Video Package","Tablet","","",1144721,"Starbucks",7.45,"MDI1"
"7642dc3a-0678-44b3-b73c-38bf375c160d","click","cnn.com","Hover","Anchor w Video Package","Tablet","","",1144721,"Starbucks",7.45,"MDI1"
"899528b4-bf67-499f-8989-45817ac1b828","impression","people.com","Runway","CTV Venti Package","Tablet","","",1144720,"McDonalds",7.42,"MDI1"
"3542a127-abd8-4a77-8298-02a0cd94e24c","video_firstquartile","tmz.com","Hover","Anchor w Video Package","Tablet","","",1144750,"Target",7.47,"MDI1"
"3542a127-abd8-4a77-8298-02a0cd94e24c","video_firstquartile","tmz.com","Hover","Anchor w Video Package","Tablet","","",1144750,"Target",7.47,"MDI1"
"a4a87348-7722-441d-b5e2-4ff25d3c98d8","video_complete","people.com","Breakaway","Middle Banner - Standard","Computer","","",1144720,"McDonalds",7.43,"MDI1"
"ce803855-e20c-415a-aa2d-e277659e15ad","video_midpoint","variety.com","ABA Display","Runway Premium","Phone","Apple TV","",1144910,"Netflix",7.46,"MDI1"
"d863030a-791d-4a3f-9d6c-a60c68225e11","video_start","people.com","ABA Display","Mobile Hover","Phone","","",1144761,"Old Navy",7.41,"MDI1"
"eb5209b9-3857-4974-80c4-17b8d3588be7","click","tmz.com","Runway","Mobile Hover","Tablet","","",1144722,"Chick-fil-A",7.42,"MDI1"
"6c6daa6f-e985-4c72-b6c1-9cd8eb8f31d0","video_start","usatoday.com","Hover","CTV Venti Package","Computer","","",1144790,"Apple",7.42,"MDI1"
"364c738a-220c-47bf-9ef2-5a74bbb36eac","click","buzzfeed.com","Venti","Runway Premium","Phone","","",1144721,"Starbucks",7.56,"MDI1"
"364c738a-220c-47bf-9ef2-5a74bbb36eac","click","buzzfeed.com","Venti","Runway Premium","Phone","","",1144721,"Starbucks",7.56,"MDI1"
"364c738a-220c-47bf-9ef2-5a74bbb36eac","click","buzzfeed.com","Venti","Runway Premium","Phone","","",1144721,"Starbucks",7.56,"MDI1"
"364c738a-220c-47bf-9ef2-5a74bbb36eac","click","buzzfeed.com","Venti","Runway Premium","Phone","","",1144721,"Starbucks",7.56,"MDI1"
"2ac08ebb-a460-4949-a016-6e83b4e2b744","video_complete","nytimes.com","Runway","Mobile Hover","Phone","","",1144850,"Sephora",7.57,"MDI1"
"30182588-16c6-4c84-becf-b31f87b2f497","impression","people.com","Breakaway","Mobile Hover","Connected TV","","",1144722,"Chick-fil-A",7.4,"MDI1"
"30182588-16c6-4c84-becf-b31f87b2f497","impression","people.com","Breakaway","Mobile Hover","Connected TV","","",1144722,"Chick-fil-A",7.4,"MDI1"
"da498498-0b5a-4fe3-9bd4-bc9ddc650c06","video_complete","espn.com","Hover","Runway Premium","Connected TV","","",1144673,"Walmart Grocery",7.62,"MDI1"
"1b611948-a826-4126-8733-30ab005ab2e1","video_load","espn.com","Hover","Mobile Hover","Computer","","",1144800,"Home Depot",7.47,"MDI1"
"1b611948-a826-4126-8733-30ab005ab2e1","video_load","espn.com","Hover","Mobile Hover","Computer","","",1144800,"Home Depot",7.47,"MDI1"
"ca320492-0c50-4aae-a4da-fb554318ea9e","video_complete","buzzfeed.com","ABA Display","Anchor w Video Package","Connected TV","Android TV","",1144910,"Netflix",7.6,"MDI1"
"89221eb2-286b-41ab-a636-e2985a88f286","impression","techcrunch.com","ABA Display","Anchor w Video Package","Tablet","","",1144722,"Chick-fil-A",7.48,"MDI1"
