"RULE_ID","PREDICATE","DIM","DIM_VALUE","SUPPORT","PURCHASE_RATE","BASELINE_RATE","RAW_LIFT","SHRUNK_LIFT","BID_MULTIPLIER","CI_LOWER","CI_UPPER","RULE_ACTION","SOURCE_PLATFORM","VALID_FROM","VALID_TO"
83,"Device=Phone AND DMA=dallas-ft. worth","Device x DMA","Phone_dallas-ft. worth",50592,0.014192,0.012703,1.117,1.117,1.12,0.013161,0.015223,"BOOST","KARGO","2026-09-22","2026-10-22"
84,"Format=Venti AND Event=video_firstquartile","Format x Event","Venti_video_firstquartile",33139,0.014092,0.012703,1.109,1.109,1.11,0.012823,0.015361,"BOOST","KARGO","2026-09-22","2026-10-22"
22,"Platform=Apple TV AND Format=Venti","Platform x Format","Apple TV_Venti",11078,0.021574,0.012703,1.698,1.698,1.7,0.018869,0.02428,"BOOST","KARGO","2026-09-22","2026-10-22"
23,"Platform=Apple TV AND Format=HighRise","Platform x Format","Apple TV_HighRise",11049,0.02154,0.012703,1.696,1.696,1.7,0.018833,0.024247,"BOOST","KARGO","2026-09-22","2026-10-22"
24,"Platform=Fire TV AND Format=Runway","Platform x Format","Fire TV_Runway",10821,0.021532,0.012703,1.695,1.695,1.7,0.018797,0.024267,"BOOST","KARGO","2026-09-22","2026-10-22"
127,"Device=Tablet AND DMA=new york","Device x DMA","Tablet_new york",50091,0.011379,0.012703,0.896,0.896,0.9,0.01045,0.012308,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
128,"Device=Tablet AND DMA=dallas-ft. worth","Device x DMA","Tablet_dallas-ft. worth",49647,0.011139,0.012703,0.877,0.877,0.88,0.010215,0.012062,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
129,"Device=Tablet","DEVICE_TYPE","Tablet",499804,0.011108,0.012703,0.874,0.874,0.87,0.010818,0.011399,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
172,"Device=Computer AND DMA=chicago","Device x DMA","Computer_chicago",49940,0.005507,0.012703,0.433,0.433,0.43,0.004858,0.006156,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
173,"Device=Computer AND DMA=philadelphia","Device x DMA","Computer_philadelphia",50348,0.005482,0.012703,0.432,0.432,0.43,0.004837,0.006127,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
174,"Device=Computer AND DMA=miami","Device x DMA","Computer_miami",49821,0.00548,0.012703,0.431,0.431,0.43,0.004831,0.006128,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
187,"Format=HighRise AND Event=video_load","Format x Event","HighRise_video_load",33356,0.003658,0.012703,0.288,0.288,0.3,0.00301,0.004305,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
188,"Format=Hover AND Event=video_load","Format x Event","Hover_video_load",33718,0.003559,0.012703,0.28,0.28,0.3,0.002923,0.004195,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
178,"Format=ABA Display AND Event=video_start","Format x Event","ABA Display_video_start",33329,0.005041,0.012703,0.397,0.397,0.4,0.00428,0.005801,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
179,"Format=Hover AND Event=impression","Format x Event","Hover_impression",99819,0.005009,0.012703,0.394,0.394,0.39,0.004571,0.005447,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
180,"Format=ABA Display AND Device=Tablet","Format x Device","ABA Display_Tablet",83436,0.004998,0.012703,0.393,0.393,0.39,0.004519,0.005476,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
166,"Device=Computer AND DMA=dallas-ft. worth","Device x DMA","Computer_dallas-ft. worth",50560,0.005854,0.012703,0.461,0.461,0.46,0.005189,0.006519,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
167,"Format=Venti AND Event=impression","Format x Event","Venti_impression",100069,0.005776,0.012703,0.455,0.455,0.45,0.005306,0.006246,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
168,"Format=HighRise AND Device=Computer","Format x Device","HighRise_Computer",83140,0.005725,0.012703,0.451,0.451,0.45,0.005212,0.006238,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
135,"Device=Tablet AND DMA=denver","Device x DMA","Tablet_denver",49869,0.010748,0.012703,0.846,0.846,0.85,0.009843,0.011653,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
136,"Platform=Fire TV AND Format=Hover","Platform x Format","Fire TV_Hover",10934,0.010701,0.012703,0.842,0.842,0.84,0.008772,0.012629,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
137,"Format=Hover","CREATIVE_FORMAT","Hover",332717,0.010697,0.012703,0.842,0.842,0.84,0.010347,0.011046,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
138,"Device=Tablet AND DMA=houston","Device x DMA","Tablet_houston",50078,0.010683,0.012703,0.841,0.841,0.84,0.009783,0.011584,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
58,"Platform=Samsung TV","DEVICE_PLATFORM","Samsung TV",66143,0.016812,0.012703,1.324,1.324,1.32,0.015832,0.017792,"BOOST","KARGO","2026-09-22","2026-10-22"
59,"Format=Hover AND Device=Connected TV","Format x Device","Hover_Connected TV",83276,0.016607,0.012703,1.307,1.307,1.31,0.015739,0.017475,"BOOST","KARGO","2026-09-22","2026-10-22"
60,"Platform=Roku AND Format=Hover","Platform x Format","Roku_Hover",10850,0.01659,0.012703,1.306,1.306,1.31,0.014186,0.018993,"BOOST","KARGO","2026-09-22","2026-10-22"
31,"Format=Runway AND Device=Phone","Format x Device","Runway_Phone",83421,0.020343,0.012703,1.601,1.601,1.6,0.019385,0.021301,"BOOST","KARGO","2026-09-22","2026-10-22"
32,"Device=Connected TV AND DMA=philadelphia","Device x DMA","Connected TV_philadelphia",49911,0.019996,0.012703,1.574,1.574,1.57,0.018767,0.021224,"BOOST","KARGO","2026-09-22","2026-10-22"
33,"Device=Connected TV AND DMA=phoenix","Device x DMA","Connected TV_phoenix",49665,0.019833,0.012703,1.561,1.561,1.56,0.018607,0.021059,"BOOST","KARGO","2026-09-22","2026-10-22"
40,"Format=HighRise AND Event=video_thirdquartile","Format x Event","HighRise_video_thirdquartile",33598,0.019257,0.012703,1.516,1.516,1.52,0.017788,0.020727,"BOOST","KARGO","2026-09-22","2026-10-22"
41,"Device=Connected TV AND DMA=houston","Device x DMA","Connected TV_houston",50256,0.019182,0.012703,1.51,1.51,1.51,0.017983,0.020381,"BOOST","KARGO","2026-09-22","2026-10-22"
42,"Event=video_thirdquartile","EVENT_TYPE","video_thirdquartile",201039,0.019056,0.012703,1.5,1.5,1.5,0.018458,0.019654,"BOOST","KARGO","2026-09-22","2026-10-22"
19,"Platform=Samsung TV AND Format=Breakaway","Platform x Format","Samsung TV_Breakaway",11094,0.022084,0.012703,1.739,1.739,1.74,0.019349,0.024819,"BOOST","KARGO","2026-09-22","2026-10-22"
20,"Format=Hover AND Event=video_complete","Format x Event","Hover_video_complete",33424,0.02205,0.012703,1.736,1.736,1.74,0.020476,0.023624,"BOOST","KARGO","2026-09-22","2026-10-22"
21,"Format=Venti AND Device=Connected TV","Format x Device","Venti_Connected TV",83374,0.021673,0.012703,1.706,1.706,1.71,0.020685,0.022662,"BOOST","KARGO","2026-09-22","2026-10-22"
181,"Format=Runway AND Event=video_load","Format x Event","Runway_video_load",33437,0.004994,0.012703,0.393,0.393,0.39,0.004239,0.00575,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
182,"Device=Computer AND DMA=new york","Device x DMA","Computer_new york",50188,0.004902,0.012703,0.386,0.386,0.39,0.004291,0.005513,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
183,"Format=Hover AND Device=Computer","Format x Device","Hover_Computer",83447,0.004734,0.012703,0.373,0.373,0.37,0.004268,0.005199,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
97,"Platform=Android TV AND Format=HighRise","Platform x Format","Android TV_HighRise",11028,0.012967,0.012703,1.021,1.021,1.02,0.010855,0.015079,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
98,"Placement=Middle Banner - Standard","PLACEMENT_NAME","Middle Banner - Standard",334026,0.012966,0.012703,1.021,1.021,1.02,0.012582,0.01335,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
99,"DMA=chicago","GEO_DMA","chicago",200858,0.012964,0.012703,1.021,1.021,1.02,0.01247,0.013459,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
151,"Format=ABA Display AND Device=Phone","Format x Device","ABA Display_Phone",83138,0.007806,0.012703,0.615,0.615,0.61,0.007208,0.008405,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
152,"Format=Runway AND Device=Computer","Format x Device","Runway_Computer",83438,0.007766,0.012703,0.611,0.611,0.61,0.007171,0.008362,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
153,"Format=Hover AND Event=video_start","Format x Event","Hover_video_start",33071,0.00768,0.012703,0.605,0.605,0.6,0.00674,0.008621,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
79,"Device=Phone AND DMA=denver","Device x DMA","Phone_denver",49794,0.014319,0.012703,1.127,1.127,1.13,0.013275,0.015362,"BOOST","KARGO","2026-09-22","2026-10-22"
80,"Event=video_midpoint","EVENT_TYPE","video_midpoint",199311,0.014304,0.012703,1.126,1.126,1.13,0.013783,0.014826,"BOOST","KARGO","2026-09-22","2026-10-22"
81,"Format=Breakaway AND Event=video_firstquartile","Format x Event","Breakaway_video_firstquartile",33098,0.01423,0.012703,1.12,1.12,1.12,0.012954,0.015506,"BOOST","KARGO","2026-09-22","2026-10-22"
52,"Platform=Android TV AND Format=Runway","Platform x Format","Android TV_Runway",11158,0.017924,0.012703,1.411,1.411,1.41,0.015463,0.020386,"BOOST","KARGO","2026-09-22","2026-10-22"
53,"Platform=Fire TV AND Format=Breakaway","Platform x Format","Fire TV_Breakaway",10960,0.017883,0.012703,1.408,1.408,1.41,0.015402,0.020364,"BOOST","KARGO","2026-09-22","2026-10-22"
54,"Platform=Roku","DEVICE_PLATFORM","Roku",66049,0.017881,0.012703,1.408,1.408,1.41,0.01687,0.018891,"BOOST","KARGO","2026-09-22","2026-10-22"
145,"Event=video_start","EVENT_TYPE","video_start",200249,0.009453,0.012703,0.744,0.744,0.74,0.009029,0.009877,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
146,"Format=HighRise AND Event=video_start","Format x Event","HighRise_video_start",33349,0.009326,0.012703,0.734,0.734,0.73,0.008294,0.010357,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
147,"Platform=Samsung TV AND Format=ABA Display","Platform x Format","Samsung TV_ABA Display",11180,0.009034,0.012703,0.711,0.711,0.71,0.00728,0.010788,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
148,"Platform=Roku AND Format=ABA Display","Platform x Format","Roku_ABA Display",11033,0.008973,0.012703,0.706,0.706,0.71,0.007213,0.010733,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
149,"Format=ABA Display AND Event=video_thirdquartile","Format x Event","ABA Display_video_thirdquartile",33682,0.008877,0.012703,0.699,0.699,0.7,0.007875,0.009879,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
150,"Format=Runway AND Event=impression","Format x Event","Runway_impression",99798,0.007936,0.012703,0.625,0.625,0.62,0.007386,0.008487,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
100,"DMA=atlanta","GEO_DMA","atlanta",200520,0.012921,0.012703,1.017,1.017,1.02,0.012427,0.013416,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
101,"Placement=Anchor w Video Package","PLACEMENT_NAME","Anchor w Video Package",334369,0.012827,0.012703,1.01,1.01,1.01,0.012446,0.013209,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
102,"Placement=Breakaway Display","PLACEMENT_NAME","Breakaway Display",333808,0.012792,0.012703,1.007,1.007,1.01,0.012411,0.013173,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
133,"Platform=Apple TV AND Format=ABA Display","Platform x Format","Apple TV_ABA Display",11145,0.010767,0.012703,0.848,0.848,0.85,0.008851,0.012683,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
134,"Platform=Android TV AND Format=Hover","Platform x Format","Android TV_Hover",10966,0.010761,0.012703,0.847,0.847,0.85,0.008829,0.012692,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
94,"Platform=LG Smart TV AND Format=HighRise","Platform x Format","LG Smart TV_HighRise",11099,0.013335,0.012703,1.05,1.05,1.05,0.011201,0.015469,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
95,"Format=Venti AND Device=Tablet","Format x Device","Venti_Tablet",83091,0.013082,0.012703,1.03,1.03,1.03,0.012309,0.013855,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
96,"Platform=Android TV AND Format=Venti","Platform x Format","Android TV_Venti",10914,0.013011,0.012703,1.024,1.024,1.02,0.010885,0.015137,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
130,"Device=Tablet AND DMA=philadelphia","Device x DMA","Tablet_philadelphia",50399,0.011052,0.012703,0.87,0.87,0.87,0.010139,0.011965,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
131,"Device=Tablet AND DMA=los angeles","Device x DMA","Tablet_los angeles",49500,0.010869,0.012703,0.856,0.856,0.86,0.009955,0.011782,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
132,"Format=HighRise AND Event=video_firstquartile","Format x Event","HighRise_video_firstquartile",33552,0.010789,0.012703,0.849,0.849,0.85,0.009684,0.011895,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
61,"Format=Runway AND Event=video_firstquartile","Format x Event","Runway_video_firstquartile",33565,0.016535,0.012703,1.302,1.302,1.3,0.015171,0.017899,"BOOST","KARGO","2026-09-22","2026-10-22"
62,"Format=Hover AND Event=video_thirdquartile","Format x Event","Hover_video_thirdquartile",33247,0.016032,0.012703,1.262,1.262,1.26,0.014681,0.017382,"BOOST","KARGO","2026-09-22","2026-10-22"
63,"Platform=Fire TV AND Format=HighRise","Platform x Format","Fire TV_HighRise",11035,0.015677,0.012703,1.234,1.234,1.23,0.01336,0.017995,"BOOST","KARGO","2026-09-22","2026-10-22"
160,"Format=ABA Display","CREATIVE_FORMAT","ABA Display",333839,0.006311,0.012703,0.497,0.497,0.5,0.006043,0.00658,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
161,"Device=Computer AND DMA=los angeles","Device x DMA","Computer_los angeles",49875,0.006276,0.012703,0.494,0.494,0.49,0.005583,0.006969,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
162,"Device=Computer AND DMA=atlanta","Device x DMA","Computer_atlanta",49925,0.006129,0.012703,0.483,0.483,0.48,0.005445,0.006814,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
55,"Format=Breakaway AND Device=Phone","Format x Device","Breakaway_Phone",83527,0.017719,0.012703,1.395,1.395,1.39,0.016824,0.018614,"BOOST","KARGO","2026-09-22","2026-10-22"
56,"Format=Runway","CREATIVE_FORMAT","Runway",333310,0.017533,0.012703,1.38,1.38,1.38,0.017088,0.017979,"BOOST","KARGO","2026-09-22","2026-10-22"
57,"MediaType=video","MEDIA_TYPE","video",667683,0.016953,0.012703,1.335,1.335,1.33,0.016643,0.017262,"BOOST","KARGO","2026-09-22","2026-10-22"
103,"DMA=los angeles","GEO_DMA","los angeles",198632,0.012742,0.012703,1.003,1.003,1,0.012249,0.013235,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
104,"DMA=philadelphia","GEO_DMA","philadelphia",200773,0.012741,0.012703,1.003,1.003,1,0.01225,0.013231,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
105,"DMA=houston","GEO_DMA","houston",200514,0.012717,0.012703,1.001,1.001,1,0.012227,0.013208,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
154,"Format=ABA Display AND Event=video_midpoint","Format x Event","ABA Display_video_midpoint",33416,0.007481,0.012703,0.589,0.589,0.59,0.006558,0.008405,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
155,"MediaType=banner","MEDIA_TYPE","banner",667150,0.007429,0.012703,0.585,0.585,0.58,0.007223,0.007635,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
156,"Format=Breakaway AND Event=impression","Format x Event","Breakaway_impression",100378,0.007093,0.012703,0.558,0.558,0.56,0.006574,0.007612,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
189,"Format=ABA Display AND Event=impression","Format x Event","ABA Display_impression",100178,0.002975,0.012703,0.234,0.234,0.3,0.002637,0.003312,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
190,"Format=ABA Display AND Device=Computer","Format x Device","ABA Display_Computer",83912,0.002872,0.012703,0.226,0.226,0.3,0.00251,0.003234,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
191,"Format=ABA Display AND Event=video_load","Format x Event","ABA Display_video_load",33333,0.00174,0.012703,0.137,0.137,0.3,0.001293,0.002187,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
88,"Platform=LG Smart TV","DEVICE_PLATFORM","LG Smart TV",66178,0.013781,0.012703,1.085,1.085,1.08,0.012893,0.014669,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
89,"Device=Phone AND DMA=phoenix","Device x DMA","Phone_phoenix",50341,0.013746,0.012703,1.082,1.082,1.08,0.012729,0.014763,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
90,"MediaType=native","MEDIA_TYPE","native",667186,0.013723,0.012703,1.08,1.08,1.08,0.013444,0.014002,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
76,"Device=Phone AND DMA=los angeles","Device x DMA","Phone_los angeles",49535,0.014454,0.012703,1.138,1.138,1.14,0.013403,0.015506,"BOOST","KARGO","2026-09-22","2026-10-22"
77,"Device=Phone AND DMA=chicago","Device x DMA","Phone_chicago",50504,0.014415,0.012703,1.135,1.135,1.13,0.013375,0.015454,"BOOST","KARGO","2026-09-22","2026-10-22"
78,"Device=Phone","DEVICE_TYPE","Phone",500923,0.014393,0.012703,1.133,1.133,1.13,0.014064,0.014723,"BOOST","KARGO","2026-09-22","2026-10-22"
124,"Format=Breakaway AND Event=video_start","Format x Event","Breakaway_video_start",33735,0.011531,0.012703,0.908,0.908,0.91,0.010392,0.01267,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
125,"Device=Tablet AND DMA=chicago","Device x DMA","Tablet_chicago",50087,0.01142,0.012703,0.899,0.899,0.9,0.01049,0.012351,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
126,"Device=Tablet AND DMA=atlanta","Device x DMA","Tablet_atlanta",49981,0.011404,0.012703,0.898,0.898,0.9,0.010473,0.012335,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
73,"Format=HighRise AND Event=video_midpoint","Format x Event","HighRise_video_midpoint",33425,0.01457,0.012703,1.147,1.147,1.15,0.013285,0.015855,"BOOST","KARGO","2026-09-22","2026-10-22"
74,"Device=Phone AND DMA=philadelphia","Device x DMA","Phone_philadelphia",50115,0.014507,0.012703,1.142,1.142,1.14,0.01346,0.015553,"BOOST","KARGO","2026-09-22","2026-10-22"
75,"Device=Phone AND DMA=atlanta","Device x DMA","Phone_atlanta",50255,0.014486,0.012703,1.14,1.14,1.14,0.013441,0.015531,"BOOST","KARGO","2026-09-22","2026-10-22"
7,"Format=Runway AND Event=video_thirdquartile","Format x Event","Runway_video_thirdquartile",33419,0.028457,0.012703,2.24,2.24,2.24,0.026674,0.03024,"BOOST","KARGO","2026-09-22","2026-10-22"
8,"Format=Venti AND Event=click","Format x Event","Venti_click",33589,0.027182,0.012703,2.14,2.14,2.14,0.025442,0.028921,"BOOST","KARGO","2026-09-22","2026-10-22"
9,"Event=video_complete","EVENT_TYPE","video_complete",200353,0.026937,0.012703,2.121,2.121,2.12,0.026229,0.027646,"BOOST","KARGO","2026-09-22","2026-10-22"
175,"Device=Computer AND DMA=houston","Device x DMA","Computer_houston",50256,0.005372,0.012703,0.423,0.423,0.42,0.004733,0.006012,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
176,"Format=HighRise AND Event=impression","Format x Event","HighRise_impression",100126,0.005313,0.012703,0.418,0.418,0.42,0.004863,0.005764,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
177,"Device=Computer AND DMA=phoenix","Device x DMA","Computer_phoenix",50373,0.005201,0.012703,0.409,0.409,0.41,0.004573,0.005829,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
28,"Device=Connected TV AND DMA=miami","Device x DMA","Connected TV_miami",49534,0.020693,0.012703,1.629,1.629,1.63,0.019439,0.021947,"BOOST","KARGO","2026-09-22","2026-10-22"
29,"Format=Hover AND Event=click","Format x Event","Hover_click",33107,0.020479,0.012703,1.612,1.612,1.61,0.018953,0.022005,"BOOST","KARGO","2026-09-22","2026-10-22"
30,"Device=Connected TV AND DMA=chicago","Device x DMA","Connected TV_chicago",50327,0.020446,0.012703,1.61,1.61,1.61,0.01921,0.021683,"BOOST","KARGO","2026-09-22","2026-10-22"
