"IMPRESSIONID","BRAND_ID","BRAND_NAME","PURCHASE_AMOUNT","TX_COUNT","PURCHASE_MONTH","MATCH_CODE","MATCH_LEVEL"
"71c41ada-0777-4831-ad1b-3f55452a4038",1144780,"CVS",8.14,2,"2026-02-01","MDH1","HOUSEHOLD"
"c5114038-1cf7-4293-a87d-bcf4606597b2",1144800,"Home Depot",8.29,3,"2026-04-01","MDH1","HOUSEHOLD"
"24a8faaf-1350-432e-9562-948b5fc2517f",1144790,"Apple",7.96,2,"2026-04-01","MDH1","HOUSEHOLD"
"24c8d767-75da-43fd-be76-c371f6ca7544",1144800,"Home Depot",9.14,6,"2026-09-01","MDH1","HOUSEHOLD"
"b7847a46-1624-422d-8d1d-b81d9300ac82",1144761,"Old Navy",7.47,1,"2026-09-01","MDH1","HOUSEHOLD"
"6cfb0c7b-54e1-48b8-8190-3ff3ec877507",1144673,"Walmart Grocery",7.57,1,"2026-07-01","MDH1","HOUSEHOLD"
"a2dd247c-bb9a-492d-bdb1-ae4df8613685",1144910,"Netflix",8.05,2,"2026-07-01","MDH1","HOUSEHOLD"
"2322b328-7cb3-4766-8265-73d43a55d8bd",1144760,"Nike",7.39,1,"2025-10-01","MDH1","HOUSEHOLD"
"693147d9-a583-4b84-866d-6eabed0a108d",1144673,"Walmart Grocery",7.72,1,"2025-10-01","MDH1","HOUSEHOLD"
"4f2ff55a-d906-4ff7-9406-bbeb07a2e636",1144673,"Walmart Grocery",8.11,2,"2026-05-01","MDH1","HOUSEHOLD"
"6f891e66-91bd-4923-87cd-e653d7c2c20d",1144790,"Apple",7.84,1,"2026-05-01","MDH1","HOUSEHOLD"
"6f741f84-6cfa-4e85-9240-57df19a259f3",1144722,"Chick-fil-A",7.79,1,"2025-05-01","MDH1","HOUSEHOLD"
"22a369de-ba68-4877-a31a-6939808d4bd1",1144722,"Chick-fil-A",7.7,1,"2025-06-01","MDH1","HOUSEHOLD"
"1c5e763f-a2f0-4340-8a70-14aef0302636",1144760,"Nike",8.59,4,"2025-10-01","MDH1","HOUSEHOLD"
"0d8e40e7-3c5d-4e64-b9e2-2b7588e4a9b0",1144721,"Starbucks",8.11,2,"2026-07-01","MDH1","HOUSEHOLD"
"e1b79b29-1d38-4f8d-a012-1100617516c5",1144750,"Target",7.51,1,"2026-03-01","MDH1","HOUSEHOLD"
"29029d38-7408-42a1-bff8-591c92a1a1ba",1144721,"Starbucks",9.55,8,"2025-12-01","MDH1","HOUSEHOLD"
"1da97f0c-8d22-4a60-b845-eade3c83c083",1144750,"Target",7.75,1,"2026-01-01","MDH1","HOUSEHOLD"
"7e047185-8bbb-4ea4-a1b3-c45e799b194b",1144722,"Chick-fil-A",7.44,1,"2026-01-01","MDH1","HOUSEHOLD"
"0f7b6944-482c-4ef1-8c1e-ea25f4b23a85",1144850,"Sephora",7.68,1,"2026-02-01","MDH1","HOUSEHOLD"
"1290f135-412b-4aea-93a1-ebc8db722a41",1144780,"CVS",7.62,1,"2026-06-01","MDH1","HOUSEHOLD"
"9abf960a-7e95-4bac-af7e-a3665d3e8dd2",1144780,"CVS",7.81,1,"2025-12-01","MDH1","HOUSEHOLD"
"306b2026-7096-412c-857c-a94fa5a47435",1144790,"Apple",8.78,5,"2026-06-01","MDH1","HOUSEHOLD"
"f85769c2-d636-4563-b453-36dcbdebd5bc",1144750,"Target",7.45,1,"2026-06-01","MDH1","HOUSEHOLD"
"5f6c40d0-5bb9-4ddb-abd6-35724acff5e8",1144790,"Apple",7.57,1,"2026-06-01","MDH1","HOUSEHOLD"
"93ba5144-6551-4de4-a640-4bca20bea7f1",1144760,"Nike",7.46,1,"2025-12-01","MDH1","HOUSEHOLD"
"2603be5f-0860-4d6c-bcbb-720ba8ce66c1",1144673,"Walmart Grocery",7.89,1,"2025-12-01","MDH1","HOUSEHOLD"
"672bfc8d-b4ef-4959-b913-a640d1ebcf01",1144720,"McDonalds",7.43,1,"2026-01-01","MDH1","HOUSEHOLD"
"65cea58c-e6e6-4dca-8832-07357cbc4132",1144760,"Nike",8.29,3,"2026-01-01","MDH1","HOUSEHOLD"
"f69fc207-a76b-4923-ad7c-ffeed20243d6",1144910,"Netflix",7.57,1,"2026-01-01","MDH1","HOUSEHOLD"
"32c61d19-9949-4e61-a13f-9d0f770e6f76",1144760,"Nike",7.91,2,"2026-04-01","MDH1","HOUSEHOLD"
"2bec1f96-c203-46b7-b55c-e7ee206d35df",1144760,"Nike",7.94,2,"2025-03-01","MDH1","HOUSEHOLD"
"9b86178a-f52f-4148-b20c-cba666d61f27",1144721,"Starbucks",7.6,1,"2026-09-01","MDH1","HOUSEHOLD"
"9c7b4000-ec56-43ff-93a4-d0e3290711df",1144790,"Apple",7.54,1,"2026-09-01","MDH1","HOUSEHOLD"
"97284b00-9a18-4bc3-87fc-18a546d32c55",1144722,"Chick-fil-A",7.63,1,"2026-09-01","MDH1","HOUSEHOLD"
"6d1984d8-41f3-4cea-bee4-fdcc2858de1d",1144780,"CVS",7.69,1,"2025-09-01","MDH1","HOUSEHOLD"
"8589d814-6e73-41af-b540-b78ce4ff3f65",1144850,"Sephora",8.43,4,"2025-09-01","MDH1","HOUSEHOLD"
"0916bf3e-caf5-4d3e-a9ec-bf2f5a2ee5a2",1144721,"Starbucks",8.45,4,"2026-02-01","MDH1","HOUSEHOLD"
"61057141-a767-4902-a20f-ad7d396c9491",1144850,"Sephora",7.61,1,"2026-02-01","MDH1","HOUSEHOLD"
"19e1502d-b90c-4b28-8d7d-959a7ce7face",1144780,"CVS",7.73,1,"2025-04-01","MDH1","HOUSEHOLD"
"30d3a5ae-c4d3-4f1c-989a-e32723cca65b",1144760,"Nike",7.63,1,"2026-03-01","MDH1","HOUSEHOLD"
"d01c5097-e956-44ea-be7a-6d22ed5415db",1144673,"Walmart Grocery",8.16,3,"2026-03-01","MDH1","HOUSEHOLD"
"cf8aee0d-b4a1-4bed-a15f-1f2d4d9c9ec7",1144910,"Netflix",7.64,1,"2026-03-01","MDH1","HOUSEHOLD"
"6f17f908-fdfc-4294-94fb-0495675a621d",1144780,"CVS",7.65,1,"2026-03-01","MDH1","HOUSEHOLD"
"6e82c036-1216-4646-82b3-5d3bc7614e34",1144800,"Home Depot",7.66,1,"2026-08-01","MDH1","HOUSEHOLD"
"8ed028b3-dc6a-41fd-ba8d-67155e3fbda0",1144790,"Apple",8.63,4,"2026-08-01","MDH1","HOUSEHOLD"
"5d35fb87-d393-48b5-8fae-c2db03969458",1144721,"Starbucks",7.9,2,"2025-09-01","MDH1","HOUSEHOLD"
"7a08fe66-8c0d-464b-b8d6-81b06dd7e904",1144761,"Old Navy",7.61,1,"2025-10-01","MDH1","HOUSEHOLD"
"25a68d02-8e94-44d0-81ce-02b24ede79cc",1144761,"Old Navy",7.64,1,"2025-07-01","MDH1","HOUSEHOLD"
"fa28d1ef-fe80-427a-9b96-29ddab6aafbd",1144790,"Apple",8.1,2,"2025-11-01","MDH1","HOUSEHOLD"
"6909da5e-5a64-4fc3-9867-f1c94d719ce8",1144761,"Old Navy",7.63,1,"2025-07-01","MDH1","HOUSEHOLD"
"cbbc398d-489c-40cf-94ce-1ddb294dc86c",1144720,"McDonalds",7.9,2,"2025-06-01","MDH1","HOUSEHOLD"
"83b73148-9bfe-4e7f-a014-dea7aa02bca9",1144800,"Home Depot",7.61,1,"2025-06-01","MDH1","HOUSEHOLD"
"f629d063-5891-494f-a295-dd8a3594314d",1144850,"Sephora",7.65,1,"2025-06-01","MDH1","HOUSEHOLD"
"0ddc9bf0-0878-4ccd-abfe-b6236215cb85",1144780,"CVS",8.13,2,"2026-06-01","MDH1","HOUSEHOLD"
"7c828940-0327-4ae6-b439-b411939e1fb4",1144722,"Chick-fil-A",7.45,1,"2026-06-01","MDH1","HOUSEHOLD"
"0f9a2ad3-2670-4e80-ae65-39f48e65194c",1144850,"Sephora",7.56,1,"2025-06-01","MDH1","HOUSEHOLD"
"391b2ad3-b267-4a7c-a457-9098592e0101",1144761,"Old Navy",8.32,3,"2025-06-01","MDH1","HOUSEHOLD"
"22afef5d-fbaf-4199-af60-06bd44519cb8",1144722,"Chick-fil-A",7.43,1,"2025-07-01","MDH1","HOUSEHOLD"
"cf7c1f82-b4f2-4739-bd60-756ec7ddf868",1144721,"Starbucks",7.84,1,"2026-01-01","MDH1","HOUSEHOLD"
"944e77fe-7606-4dc1-9377-7b0d1c6c7ce3",1144780,"CVS",8.37,3,"2026-07-01","MDH1","HOUSEHOLD"
"d7fb4722-9837-4fe3-8532-393fb20f92c5",1144761,"Old Navy",8.16,3,"2026-07-01","MDH1","HOUSEHOLD"
"58461f93-db70-4cf7-9c53-68aabdc21516",1144750,"Target",7.64,1,"2026-08-01","MDH1","HOUSEHOLD"
"dff2a431-ca1e-48a5-986b-af3c2691828a",1144750,"Target",7.88,1,"2026-07-01","MDH1","HOUSEHOLD"
"db9a581a-7259-4ea0-ba79-6ba173ed4fc7",1144780,"CVS",7.73,1,"2025-06-01","MDH1","HOUSEHOLD"
"83d898a4-18b5-49b6-8c00-34b017e86b3a",1144750,"Target",7.48,1,"2026-03-01","MDH1","HOUSEHOLD"
"e92c4016-9413-4532-80c9-cef8f99d4fe2",1144721,"Starbucks",7.84,1,"2025-05-01","MDH1","HOUSEHOLD"
"c1dd898a-130e-45d0-bd3e-885fd921cab6",1144721,"Starbucks",7.65,1,"2025-05-01","MDH1","HOUSEHOLD"
"46e7debf-8046-47ab-a750-5fefcc606f30",1144750,"Target",7.53,1,"2025-10-01","MDH1","HOUSEHOLD"
"efc05622-7079-4385-a3f3-c1fa66adb450",1144910,"Netflix",8.51,4,"2026-02-01","MDH1","HOUSEHOLD"
"0fe26e64-4147-462b-ade2-45a1c06b9b69",1144780,"CVS",7.64,1,"2026-02-01","MDH1","HOUSEHOLD"
"5caaad8a-15c5-45e2-b01d-d1b21ac67083",1144761,"Old Navy",8,2,"2025-05-01","MDH1","HOUSEHOLD"
"e1278d14-9884-4e88-8ee8-0e86b8d7bad7",1144721,"Starbucks",8.32,3,"2025-05-01","MDH1","HOUSEHOLD"
"750b6de1-ef1a-41e8-b29a-be8384b719b4",1144850,"Sephora",7.59,1,"2026-03-01","MDH1","HOUSEHOLD"
"35604b25-7b9b-4401-abb9-eed7d287664a",1144722,"Chick-fil-A",8.13,2,"2026-05-01","MDH1","HOUSEHOLD"
"0aa994d0-d363-4945-9f05-9648cb458322",1144780,"CVS",7.75,1,"2026-06-01","MDH1","HOUSEHOLD"
"0e511faf-61cc-41b7-9599-5e136bc48c03",1144721,"Starbucks",7.41,1,"2026-06-01","MDH1","HOUSEHOLD"
"74e8d601-0599-4fd6-b804-dfb3bfd35a33",1144673,"Walmart Grocery",7.61,1,"2026-06-01","MDH1","HOUSEHOLD"
"412d64a6-7cf3-4e53-a29b-229a41d4d01d",1144673,"Walmart Grocery",7.57,1,"2025-11-01","MDH1","HOUSEHOLD"
"030d700c-c2f0-4219-a252-3ddd1ce0dd08",1144780,"CVS",7.52,1,"2025-11-01","MDH1","HOUSEHOLD"
"ef17893d-12fc-4dd1-8c95-2bc321e1d5a9",1144720,"McDonalds",8,2,"2025-11-01","MDH1","HOUSEHOLD"
"f7b59d48-41dc-4462-8fdb-119adb81249f",1144790,"Apple",7.61,1,"2025-09-01","MDH1","HOUSEHOLD"
"3eeef097-f4ec-4592-b066-c865318f77ac",1144850,"Sephora",7.83,1,"2025-09-01","MDH1","HOUSEHOLD"
"d3a0eb60-706d-48f6-83a9-bdc59897900b",1144760,"Nike",7.69,1,"2025-04-01","MDH1","HOUSEHOLD"
"92387874-72b0-4eae-93c7-260c1c26a90b",1144780,"CVS",7.61,1,"2025-04-01","MDH1","HOUSEHOLD"
"b9370066-fef7-4873-9f16-121484b24a03",1144722,"Chick-fil-A",8.01,2,"2025-08-01","MDH1","HOUSEHOLD"
"cbdecc1a-415d-4e47-a535-2003c442ffff",1144673,"Walmart Grocery",7.52,1,"2025-08-01","MDH1","HOUSEHOLD"
"45a303c0-f4b7-4f21-86e0-328cf24274f7",1144673,"Walmart Grocery",7.67,1,"2025-08-01","MDH1","HOUSEHOLD"
"aa4c0e2c-1537-4362-bc5c-b64f193e3c00",1144722,"Chick-fil-A",7.78,1,"2025-08-01","MDH1","HOUSEHOLD"
"449b61b3-3155-4b53-ac0d-f8179b5cc614",1144790,"Apple",8.22,3,"2025-09-01","MDH1","HOUSEHOLD"
"b8598a57-79db-4154-a20c-e01061c1a5e1",1144760,"Nike",7.65,1,"2026-09-01","MDH1","HOUSEHOLD"
"244093bb-ebc0-44d0-aae9-d2ba071597f0",1144800,"Home Depot",8.72,5,"2026-09-01","MDH1","HOUSEHOLD"
"a9c39754-4226-49fa-8ed7-15d4e5a99062",1144761,"Old Navy",8.16,3,"2026-09-01","MDH1","HOUSEHOLD"
"1b645490-0d84-4d03-ae62-120adc8460f3",1144850,"Sephora",7.51,1,"2026-01-01","MDH1","HOUSEHOLD"
"e5528908-1457-466d-b1c6-6050cdf6d087",1144800,"Home Depot",7.84,1,"2026-01-01","MDH1","HOUSEHOLD"
"61f54a5c-4113-4936-b2db-8f0af6625000",1144673,"Walmart Grocery",7.57,1,"2026-02-01","MDH1","HOUSEHOLD"
"85a8e3d2-b1c6-4f6b-9307-edbb40299891",1144673,"Walmart Grocery",8.21,3,"2025-12-01","MDH1","HOUSEHOLD"
"79a0477f-2a14-4365-9cf2-bcbde6d012e4",1144910,"Netflix",7.57,1,"2026-08-01","MDH1","HOUSEHOLD"
"4f38ec56-554b-4537-81d2-933170c4a36e",1144760,"Nike",7.39,1,"2026-08-01","MDH1","HOUSEHOLD"
"46a9fb35-6013-4fe3-a4ad-9b9195e56f5f",1144760,"Nike",7.64,1,"2026-03-01","MDH1","HOUSEHOLD"
"33d1c0ee-2aa2-43b0-85c1-3bc406d2bc40",1144761,"Old Navy",8.23,3,"2026-01-01","MDH1","HOUSEHOLD"
"85e6d5ee-8057-48e6-a6a5-d426f4793ee0",1144850,"Sephora",8.5,4,"2026-01-01","MDH1","HOUSEHOLD"
"42ff02b7-35b1-4ba6-bc92-01c5ed51b555",1144722,"Chick-fil-A",7.47,1,"2026-08-01","MDH1","HOUSEHOLD"
"07c2d0a2-c96c-4edd-8386-ed9b1662de85",1144790,"Apple",8.07,2,"2026-08-01","MDH1","HOUSEHOLD"
"d2b004e1-53e3-4087-a139-fb9a100a4a9d",1144790,"Apple",7.48,1,"2026-08-01","MDH1","HOUSEHOLD"
"7354d727-b39b-4a09-9576-b6d64770790a",1144673,"Walmart Grocery",7.78,1,"2025-07-01","MDH1","HOUSEHOLD"
"41b608ac-c8b9-4d64-b1ca-1c4a08e68280",1144800,"Home Depot",8.77,5,"2026-01-01","MDH1","HOUSEHOLD"
"c1acc1a7-44ed-4928-8bc2-84ea6abaa597",1144910,"Netflix",7.4,1,"2025-08-01","MDH1","HOUSEHOLD"
"d4d8466e-6924-4887-97bc-212caca800e4",1144760,"Nike",7.72,1,"2025-08-01","MDH1","HOUSEHOLD"
"2691224f-f287-49df-97a4-ab209a6efa42",1144780,"CVS",7.63,1,"2026-08-01","MDH1","HOUSEHOLD"
"0870560b-2566-4b8b-870f-95f4b13bfc8e",1144780,"CVS",7.41,1,"2026-07-01","MDH1","HOUSEHOLD"
"4d589c68-7c00-45da-acd3-f2a328f3ed94",1144760,"Nike",7.45,1,"2026-07-01","MDH1","HOUSEHOLD"
"1ebb2ad9-1661-4bdc-bc44-cab92ae745bf",1144780,"CVS",9.03,6,"2025-12-01","MDH1","HOUSEHOLD"
"45690167-b877-4f04-8a77-04624c9a024d",1144761,"Old Navy",8.64,4,"2026-07-01","MDH1","HOUSEHOLD"
"d1139297-f215-4b78-b46e-f3e8e76df5fa",1144790,"Apple",7.79,1,"2025-12-01","MDH1","HOUSEHOLD"
"840b8eec-ebe7-4e8b-93a6-00fe5361095a",1144850,"Sephora",7.62,1,"2026-01-01","MDH1","HOUSEHOLD"
"708cad7a-d231-4b4c-b206-9cf06c6736e4",1144910,"Netflix",7.78,1,"2025-07-01","MDH1","HOUSEHOLD"
"92eeaff7-4561-4684-a281-db77849a2546",1144790,"Apple",7.81,1,"2025-07-01","MDH1","HOUSEHOLD"
"69fcd8ec-4098-451f-ad71-3929702a401b",1144790,"Apple",8.6,4,"2025-07-01","MDH1","HOUSEHOLD"
"e827b263-893b-442f-bdd3-5771c98fe31c",1144800,"Home Depot",7.51,1,"2025-07-01","MDH1","HOUSEHOLD"
"ec810aa1-ace3-4c9e-a7ef-a9ca6f99684d",1144910,"Netflix",8.79,5,"2025-07-01","MDH1","HOUSEHOLD"
"08dd14a1-dca2-4eb7-863b-a6bfd7029056",1144722,"Chick-fil-A",8.64,4,"2025-07-01","MDH1","HOUSEHOLD"
"f0017cd8-0ea6-4f4a-a8de-ef40f2b1050a",1144720,"McDonalds",8.17,3,"2025-06-01","MDH1","HOUSEHOLD"
"0e9ee93c-f95f-46b1-91af-f5d2c9809b80",1144722,"Chick-fil-A",7.64,1,"2025-06-01","MDH1","HOUSEHOLD"
"1fb0fdd2-a977-48fb-af3b-663bffac07af",1144722,"Chick-fil-A",7.55,1,"2026-03-01","MDH1","HOUSEHOLD"
"1f8c3819-e677-419b-a6ad-a7b334455532",1144910,"Netflix",7.66,1,"2026-07-01","MDH1","HOUSEHOLD"
"fbffd6f9-6083-43e9-9dbf-3af3f0815307",1144761,"Old Navy",7.78,1,"2026-07-01","MDH1","HOUSEHOLD"
"f63f1be2-1453-4696-85ea-501a13c02ead",1144800,"Home Depot",8.17,3,"2026-07-01","MDH1","HOUSEHOLD"
"9e4301c9-2ddd-4a28-86d4-f5ad2762c205",1144790,"Apple",8.6,4,"2026-07-01","MDH1","HOUSEHOLD"
"f759c953-172c-4ada-ad38-a70d384c6bf0",1144910,"Netflix",7.96,2,"2026-07-01","MDH1","HOUSEHOLD"
"5fc7e0d5-cd3b-44ca-b629-3ed89444c290",1144720,"McDonalds",7.42,1,"2026-08-01","MDH1","HOUSEHOLD"
"6efec820-1e5a-4bdc-82dc-b4659833a1d8",1144760,"Nike",8.33,3,"2026-07-01","MDH1","HOUSEHOLD"
"5097af79-b421-4082-ab75-c8eb356a5910",1144790,"Apple",7.72,1,"2025-12-01","MDH1","HOUSEHOLD"
"34142512-0280-408f-b958-07bbc9d4035d",1144722,"Chick-fil-A",7.63,1,"2026-02-01","MDH1","HOUSEHOLD"
"42301298-8ae5-4a10-b298-40673ad469d9",1144720,"McDonalds",7.67,1,"2025-05-01","MDH1","HOUSEHOLD"
"3ee6b337-71ee-4dcd-8cf8-4cc1307d37da",1144722,"Chick-fil-A",7.83,1,"2025-11-01","MDH1","HOUSEHOLD"
"e0f635b1-5be1-4df1-9ea3-ae7ad1458c46",1144720,"McDonalds",8.51,4,"2025-11-01","MDH1","HOUSEHOLD"
"d0d1c38c-8e75-428b-bccc-a1301ce4169c",1144850,"Sephora",7.76,1,"2025-11-01","MDH1","HOUSEHOLD"
"a675805e-73c9-4f43-a4da-08b46f2696a9",1144780,"CVS",7.61,1,"2026-05-01","MDH1","HOUSEHOLD"
"f6cf1720-5f8c-46be-9b9a-1712f28f0462",1144790,"Apple",7.71,1,"2025-11-01","MDH1","HOUSEHOLD"
"93b2e1dc-ac91-4218-a889-5146124aa0d0",1144790,"Apple",7.93,2,"2025-07-01","MDH1","HOUSEHOLD"
"5a8a38cf-15a4-4ea3-8cc8-dff215058841",1144760,"Nike",7.59,1,"2026-03-01","MDH1","HOUSEHOLD"
"d8caa4e8-fb6c-4dc6-975f-eee3b987fa40",1144722,"Chick-fil-A",7.91,2,"2026-06-01","MDH1","HOUSEHOLD"
"954dfd46-a529-4389-9196-bb73da2a6917",1144720,"McDonalds",7.59,1,"2025-12-01","MDH1","HOUSEHOLD"
"f038b6e4-8e03-45c0-bfc8-58d63b0a980e",1144750,"Target",7.85,1,"2026-05-01","MDH1","HOUSEHOLD"
"a8a46f14-5a0f-4a2a-a02e-ee540049b031",1144750,"Target",7.58,1,"2025-06-01","MDH1","HOUSEHOLD"
"196c53eb-1d1c-4b5b-971c-d9953e293d26",1144722,"Chick-fil-A",7.78,1,"2025-06-01","MDH1","HOUSEHOLD"
"cdfe3783-8b1c-45b4-9149-506bc2ce1a76",1144750,"Target",7.97,2,"2025-07-01","MDH1","HOUSEHOLD"
"4b263ac8-1782-45ca-8a13-8e5df0d82ee2",1144720,"McDonalds",7.5,1,"2025-08-01","MDH1","HOUSEHOLD"
"daebbb9f-899b-469e-a02f-c25a2db52afb",1144800,"Home Depot",7.54,1,"2026-04-01","MDH1","HOUSEHOLD"
"9f19db6b-dfc9-415e-8d6a-14e69aaecdfd",1144673,"Walmart Grocery",7.79,1,"2025-04-01","MDH1","HOUSEHOLD"
"e40a6337-a4de-49c2-800a-46e418d6df32",1144720,"McDonalds",8.45,4,"2025-04-01","MDH1","HOUSEHOLD"
"abaa4223-a2c1-450a-befc-debbe0f95625",1144910,"Netflix",7.76,1,"2026-03-01","MDH1","HOUSEHOLD"
