"INDID","HHID","KARGO_USER_ID","ASSIGNED_MATCH_CODE","ASSIGNED_MATCH_LEVEL"
"dc64afad802aee5b91c0b7ea26768d66","a396b96a6edb0dde6c10f59bc46b7475","kg-user-2c7cd0af8a695ed029135741425d9e82","MDI1","INDIVIDUAL"
"6f40428dc5db6e37fb1565b4120c883d","29727b324e43764caabd1f5d39eabe5c","kg-user-c315800cf7a5baef9e03ac1ee50927b7","MDI1","INDIVIDUAL"
"4293d12f11dce4bd1a023fa37960d2a3","c716faa3b5596436a31f3c7e3daafabb","kg-user-0fb4c9ef3b0dfacdc1c32c2a33c802c9","IPA1","HOUSEHOLD"
"617942470cea0e0483403086a1e3bfbb","61542ec2c3e0e8e6fd52a159222dc085","kg-user-555d8401a9c4b1abb8f1119a5e80bcef","MDI1","INDIVIDUAL"
"f27fb79912ed724c273c4ec5ee8329cb","cc07b65126d480d0483209753341c56a","kg-user-537ff159ff2697ce8fb99298bc3adb21","MDI1","INDIVIDUAL"
"ea705cc4a0f65e64028b4e20fc08787a","12afc133f8bbaae761a3fe712b124cf6","kg-user-c86bfa1f5cab75180ca632f69d2e35a6","MDI1","INDIVIDUAL"
"985481ac03ba65159644916ce2c555d7","b0c0072202a698d04339b66ae77a708a","kg-user-3a9432b8e2ddaf5ffa09e058e628f759","MDI1","INDIVIDUAL"
"8ab8ff890c179c8fbd93ef6cbcf68e81","38faaeeff0795aa17c9b45afbdd3691a","kg-user-3cec90201eae49a4a3a3f278feeac6e6","IPA1","HOUSEHOLD"
"cdbd451d4c8b13385116cdd296f6a4ec","4b173c5f3856d85bee7574c28211883d","kg-user-ac33b02ead2dfb5d10d435ace74d676d","MDI1","INDIVIDUAL"
"461090ab128bacc04d9bc4c7c2e98987","8f429ac6967c072f22fde8067a6c71e7","kg-user-093d39daf5fe924f10b2b7aa87c4f88f","IPA1","HOUSEHOLD"
"6d474690588d37d6542b73e4f0779cc8","2dfee09357b9e1e75c19c7a514b24754","kg-user-1ef4590d497ae76754501823286a133f","MDI1","INDIVIDUAL"
"15948c6309159dca376dc3d349b4af0d","155df47187a50edc1751cda319606d4a","kg-user-9183230602d3f301ba55a5cc9860b6aa","IPA1","HOUSEHOLD"
"5799aa2fa949eb8ce3291f17ae98e78c","0a899d81bdeb864789f294a703f20a36","kg-user-6a200c8c96dff35e213772f6a7d810bc","MDI1","INDIVIDUAL"
"5cf01ce3626b6fce38180e4d200402e1","ffb506bb7bc794d821874b7d65ed5739","kg-user-c6c592c90799e2b34939c9b76055fe1d","IPA1","HOUSEHOLD"
"7ce497792d78d80b10660bf059fe6b30","5c0f175c72708b3099836b0907ead03c","kg-user-f57fc9a16e1fc9f8371c7e2d55cc4c41","MDI1","INDIVIDUAL"
"11987684776b29ffa8ac0f3e00df2bc7","5ea65ca4842bfb2661b539058b43a379","kg-user-b91b334e4ce87c5d77760036c2e64cd0","MDI1","INDIVIDUAL"
"6a7845b5db6fdaedf8277f6f93627f22","1ee8e620ac4b0edf9408f8632ab48490","kg-user-06a2e1557edc0d9b63d1e754b5d85553","MDI1","INDIVIDUAL"
"14c3a097a1c97fc21d6d0a55b6922847","233728419478f097d78d9f04ab4457fa","kg-user-66ad34536c891617835dfd842f201a3e","MDI1","INDIVIDUAL"
"94a79ebf5d984607fe2566cece89036f","9f59b3c640f0ff187e1695d47e9eb83d","kg-user-fe5a8baab92a98c36af7e07d7510fb25","IPA1","HOUSEHOLD"
"865361ca25982d884d1cf8c93ba34282","2715407c0ab705708f14f0aabc0f31a1","kg-user-56f58d1b9e136222f70ce91b94744d5a","MDI1","INDIVIDUAL"
"a23a21502770c2ceb236e9e030e65fd6","547958dff10a9f253ef85ab3964ae375","kg-user-209d36a3ca606107256b7f6e058678b3","MDI1","INDIVIDUAL"
"573c515f2a56627494b59bf9ab70a803","d6d14a1c26d2145d635c85b16522f6f7","kg-user-2deb1fa759d3fa6a41f63b54583e07aa","MDI1","INDIVIDUAL"
"da28bba8d6c4f99ccebd718c0154255a","05f3e65f6cc1072f31dd10dcb507de45","kg-user-ffe7c2408c8afd12f9584214c8a0956f","MDI1","INDIVIDUAL"
"4d2be9237d22db48566f97f97e87ce35","b11173faa927d8603d640e80d1264d48","kg-user-8251352ec5b67442052cede89b0727e0","MDI1","INDIVIDUAL"
"a55082b43b7b4d06cd8451c3cad23e7d","c650640ec86baa6d87ff1d9ae4a5e99f","kg-user-4a3e8e91fc39e20028e5782ee748a2cc","IPA1","HOUSEHOLD"
"7ced220dfb600507704428f23d8daba6","6d6266114cfdbb765f1fece72011b524","kg-user-33c381177f7da9d9b5ef12190c333a28","IPA1","HOUSEHOLD"
"e7ac1834af16050b2416154e9567df43","0598fe5f758af9d52d8e6bf9f6d2370b","kg-user-678bf170ea80dbd7e53bbd4d9db1ec8f","IPA1","HOUSEHOLD"
"d9829a4281edf9adcf5ba2afccf480f2","8fe46564fc698b13de4368408b4c1d46","kg-user-d8ce117463186400b6dd67ad909d702b","IPA1","HOUSEHOLD"
"ee2428058dcdaceae73fb9fd879c03d9","8733f4a669709db5bf8730efb15347d4","kg-user-368ef654764323829ffe75207f3c614e","IPA1","HOUSEHOLD"
"8b0adbb10ec2953593355ec8f0af5901","b02bc34d38af2876fe5afda499fb5caf","kg-user-7378d4d141e07b10fcc4b4757b661f9b","MDI1","INDIVIDUAL"
"6bcea7e3ad3b8ab2db712510b9d4df03","f51ab22c053a50b0aa9df2d62ba36319","kg-user-3700ca25470b9faa93306da3b4b5244e","MDI1","INDIVIDUAL"
"4ca5781ab0d904ebe4095ee12842c9f6","ec706be78dc3c7cc443d82a1fbdfec6c","kg-user-b936ca543d6e7e0f1ac723bb32e89f26","MDI1","INDIVIDUAL"
"65eb7bcbc9b891fab94dbc72f09f427c","ccf881947c459fe5e00b948275a375d5","kg-user-0362065b5c393b3fcadfd54aa7c915b5","MDI1","INDIVIDUAL"
"c362bf4f84f07d4ae4ddacd689f68ba3","5d6cf4cc6978488f20ac8ab26a5c17e8","kg-user-1bcbd2f6594faa0e8584eb7f4ff41687","MDI1","INDIVIDUAL"
"887449962d24410563264e85255af8eb","5c1927874916cbf20666234bc15e8e45","kg-user-ca70775e8db2b538d75f58156374c148","IPA1","HOUSEHOLD"
"7a5ce2fa0e3f6a896a4a68c398ed02f8","f8c8ce16787f377870dc29194a223943","kg-user-b7eb3e4f7cd66996548f1cee7bec9ba8","MDI1","INDIVIDUAL"
"abb9be21ee8902cfbc9db1b19b2c7b0d","a2d8133d1eab04a40f015b50726bae48","kg-user-009a56ca14cf5a5fed9bb998167e9baf","IPA1","HOUSEHOLD"
"970654eba1c455b83b9e81e343df5807","51f086eb3d4b1fe2ac9d7ed571146f46","kg-user-fb096c683edca7b1334c15a037a95772","IPA1","HOUSEHOLD"
"a967b59f7bae3ed381b79647057ba500","6f97d23a2fcaf342711a4760f4f7d578","kg-user-5b1899adeda2ed66205142ce6dec9f89","MDI1","INDIVIDUAL"
"895d3dcca280d0ab3cd194af86a6ae26","b7d60747cced0cc3df502f6e208aa51d","kg-user-c7dc36490a7b14951794a997b55b5432","IPA1","HOUSEHOLD"
"373c40281a7daa797c308d975496c856","0608cf763aa3967221e5d10f672ba47d","kg-user-041e98941ec6cad0e9cb6476bae98a90","MDI1","INDIVIDUAL"
"2ea3b4e2d67d968dc00e8810f9a9917f","5f9476d80be5cd61123a715e3cf1186e","kg-user-175595eb3eb0342e25620b4893943d54","IPA1","HOUSEHOLD"
"aaa3504930a98f119a653f901942db5b","1990cfd7a9593c4fabfb28c57e537f5d","kg-user-884c1c7746b26be27f0ab42461d817d7","MDI1","INDIVIDUAL"
"f011248ada82ee8fcd316120a4e76c60","0cda641332e68fe23f0ffffbb0251bd9","kg-user-c653b406c7b23aa3c35a67267f3cc5a5","MDI1","INDIVIDUAL"
"7101fd432e87875767cab7721016cddb","d9bcce031d0f8d9fd0374d37ed1bd6f9","kg-user-b2d0b03b437ee05ab681de9f76b6cf93","IPA1","HOUSEHOLD"
"50abeef188f0bf1c11b2b8b4212e2d4c","013107d1b00dc2178d1c0325d35355d7","kg-user-3cbbb27d87a98737f4c049f7ed9308f1","IPA1","HOUSEHOLD"
"0237d184008f0d393c4f30a181edbef5","b7f6d810d3bebb4ff2451e0913d746a8","kg-user-4bdfac078d6ce090708f4ca74243c175","IPA1","HOUSEHOLD"
"9b1380a5b9dd2f5e228bef2c0be8f093","c6ddc3c1e13636b8347b5ff6d3e7af6c","kg-user-cf982305fa74847ea09d1f4db6e23dd5","IPA1","HOUSEHOLD"
"2ffcc7c9b0975aae3d479f1242b21edf","462fb4aad5b438ca25665dde102e2187","kg-user-6506955eb8e5159ad7d5f44f6d408af1","MDI1","INDIVIDUAL"
"2a48302d62fc380cdf54e62a1a97af63","c69dbdcdc35c666160fd625f9c05c683","kg-user-68a662e87cc4e368393b10a86d20fb17","MDI1","INDIVIDUAL"
"d90f5f3675c23d4ff053016601718b46","9be6478b421222ee974941d000efdc97","kg-user-55f00622b22d974a7829e06a239a5f42","MDI1","INDIVIDUAL"
"4c5a0dc94d4f3f92db4063188e7ab4b8","8304ce22803a0613fd5a792645250c70","kg-user-e8e83a1389b35b87e6cc078da3a4af6b","MDI1","INDIVIDUAL"
"2430b510ff19f89ef50e12b1c4346a4b","3929fad3c7de4629375fbe90c4bd599a","kg-user-a0d7ccc4fdaebe8667e62610e3b3e72a","IPA1","HOUSEHOLD"
"3642c82938d594cf6a1c13cc25f5df95","2c2c2b6f41f8ff24a5f4709aaed3efa2","kg-user-5d129ee8821407e2ff5773983b0592c3","MDI1","INDIVIDUAL"
"57b10295cff76999db2ac65026e44788","4a9067d1c0c37eff733f9ce05acd0046","kg-user-e215f5845af62c3a7cdb98350dbfea0b","MDI1","INDIVIDUAL"
"6986c01533ed7317461217f018925e64","5953dca3e1d645ef8d4e198eb11adb59","kg-user-2c49400d9bfd47747c889062d746e329","MDI1","INDIVIDUAL"
"a34d6c413c2d61a594ccd77275c65ad4","ec8387079cb63d85221c116853b59afd","kg-user-b5aab40403f0470c59d70a1afaf48277","MDI1","INDIVIDUAL"
"d9efc7543ff84903fc611a227b4b7927","8401082f33e06546a98c9e6e4f2f57c5","kg-user-8da318c883a50fa8da5deb3daede1f5c","IPA1","HOUSEHOLD"
"733a1a37cea07f9cb2ce6181add8dc1e","f6ade159a5fffd1c1c0a18aa2729583c","kg-user-196251a8ec4654e6e03545e865c4fd77","MDI1","INDIVIDUAL"
"380bd4c774506d2bf44e6a7c7bedb5fa","37f0ba8d584f7a2d4979b7ab722092c3","kg-user-1754e0da2c450157feebe59b77f02a03","IPA1","HOUSEHOLD"
"d33f19767148707161a6a6719c434566","535706760c1f062f829c07dcc7b341b7","kg-user-2660c0beaa6fc6559f4985d1f2c111a7","IPA1","HOUSEHOLD"
"b410c7e18f42d364bc7b208018f18850","25461ae5b52706e9e2d94ed4b80fdb30","kg-user-d3f0ee07319b1ddc6b8d20b28deb3cea","MDI1","INDIVIDUAL"
"d32440313cb606dcf270e00010367ff5","91863b5868a7b6db09f099c86b0e31bf","kg-user-80f6345d32c6744cd02c186125602990","MDI1","INDIVIDUAL"
"2e7dd044a650f9e71fccc39a55609b7b","735bf02465ae90b21708a87b8175b401","kg-user-c9a4ea949acd206b45c26a88205d4bc4","MDI1","INDIVIDUAL"
"9e1c7e35b3dce812494ac10730262fa5","40200cdab20dca9f45e05c0aedd00ca6","kg-user-13d28e6e6152e4516e976a0b6a8112ca","IPA1","HOUSEHOLD"
"bcfcd3348872ddda2c9409d593eb83db","9498804e0f3652cb6375e8a7cf6fd605","kg-user-fe3dcdb0eed030b7944347128dd65d08","MDI1","INDIVIDUAL"
"8b90601acfb5ba59f4c2f22afae6eb60","b60aba94f0125c10421547a1b31221e3","kg-user-ce417b9972810bc235e789707cc5f783","MDI1","INDIVIDUAL"
"02ab424beaa1e530a92b0ec575f90ec6","260a594249d2a00dd441e49bfafb39f1","kg-user-9127558d7db104c5e371711c7adcf9e3","IPA1","HOUSEHOLD"
"09fe32854313ccaa46cd1c74c366340e","a8d83ef3f68918aef15950d7c781b942","kg-user-e052f3c24698e81dc7cfad89e19aeaed","MDI1","INDIVIDUAL"
"97368577ad2a28a036946cfc90b143e3","848953c076bc3c4e9ef6ebbf65d584e6","kg-user-0e4d0acc769b8fc4982d2c5f4458ec9e","IPA1","HOUSEHOLD"
"aaefcaefcc94d4b8e996e97afb5f3923","1c8fbff674455d46d571fe19840bdc69","kg-user-3dafec53e56ec85ae33aaa486671cb1e","IPA1","HOUSEHOLD"
"b3d19a22bd9af4153ab2ea4be5eaae79","ee654d928abaea83e60c9ba099d7f4ab","kg-user-889ea7de45788e63555c98c32ace301e","MDI1","INDIVIDUAL"
"45aac71074d44dd0e5eeab0a0a0b5fcd","44fd3ad472518e5a2669c5f67bde26f7","kg-user-c8fc224cf02389e0886f7394a3a114ec","MDI1","INDIVIDUAL"
"cb04b7ad821f72532b50454cfada3b0e","249062c33b6a20a7ae5b7e4fd46575d4","kg-user-ca3c47d18b702629cf7ae28519290b00","MDI1","INDIVIDUAL"
"d167a5909fa2becaf38baa2f1b93e4fb","57b6d7590ac5404d789d308f344b7407","kg-user-2dc582ecf83571f2d704ffb507a7c34c","MDI1","INDIVIDUAL"
"e32006d00cd0937addc32fd016b3cdaa","4dfd213edad6edb903b6c29d7def9552","kg-user-6c46970b068c48ece7ba5aa26233b8a8","IPA1","HOUSEHOLD"
"f7ef119b520e8c034d2f0b0f4face3ea","0592f4892dd98235e8a7180c04a18602","kg-user-a29d44a75dcc0a94e932c7c1bbdcbb01","MDI1","INDIVIDUAL"
"412e7e54330af86c7af7576966cc4b2a","17f010c497929f48dc715909e39b5eb6","kg-user-b1d14a5ec1a34fb15369e1bae6cb9030","IPA1","HOUSEHOLD"
"36b345ee13768196c96af31ec5a89d47","28780865072d06929c2715f72e01443c","kg-user-851900a0e6a22e89d1e2ca7c9594795d","IPA1","HOUSEHOLD"
"da8cbe0c2b4632682690d5e165fe440f","231668a0cea74ec843039bbfe8decae6","kg-user-09eaa38dcd97989ab1423bc64b98fefa","MDI1","INDIVIDUAL"
"4cf0c40de74ad7c39cd30e54aefe32f2","6eabe884913d9f7008983f4699d728ba","kg-user-750551b00e27931b59c7b025adb0fbca","MDI1","INDIVIDUAL"
"a3d256ee743bad13c22d432092469301","d5c7ad633c3d2e9ecddfb88c45f78870","kg-user-d0a29f8e768cc77b9045aeb771e9a702","IPA1","HOUSEHOLD"
"10de477a0052ccfbae450db01b1eae85","bb35359fd376fc090aa1517e012457e8","kg-user-bf1d7bf6b44ed5e212ce44d1f758e91f","MDI1","INDIVIDUAL"
"d2bca1117f51d15404fd6b459a9513fe","b8b8f23b828c4612fb9523c9656932ca","kg-user-cacb7e1ff6dc398687d647fa083f3469","IPA1","HOUSEHOLD"
"356125b30b79cdff4836072ca5fc923a","ea0aa837372586fc8b68477660dae4b5","kg-user-5742096363cead83b69cdc4de34e66ad","MDI1","INDIVIDUAL"
"f1e51b0a41755a6fa73d047f8922adcd","ac8f8ed2ff78504d594629cd37cde6bc","kg-user-0d659f7a7117064683462600fbb0c8f5","IPA1","HOUSEHOLD"
"15244c0e975c722f79824ea8f874ff87","376ce4bc7182aaf2add349a8080080dc","kg-user-ae97b72205c130a8746df9ae28fd7e07","IPA1","HOUSEHOLD"
"4840934830e24b03aa5f030fdcdc9a21","2c28453e71c31b449683bcc5c36561ae","kg-user-7db7a164da953eb5e57e89b067a6d107","IPA1","HOUSEHOLD"
"4753aec65dc3a61ed7f4911f7dadc6c9","46a9b052739fcc32970f0a9a8295dca3","kg-user-65038c02e18f3065f8a1206c894badfe","IPA1","HOUSEHOLD"
"0644602bb7d537895e4c2bd98ce541f2","34b8ecef38c991ef9d45f88e6d90474d","kg-user-a7005a0f1972242c282ea5641144fb93","MDI1","INDIVIDUAL"
"3af7bae24fcc27aeb148e7dbb4bf9b77","214a2ac220163d1e2b53a27b720b27c1","kg-user-455df021fb4764779868fe9fcd2ce70e","MDI1","INDIVIDUAL"
"719f94cc501d8e7513b2af189b08e833","fb4b936a4cc0265d9355312ef919169b","kg-user-99944fb63142ff0c26fa7bb0646bc58f","MDI1","INDIVIDUAL"
"898a6137c027942cedf300f40cc5c0f1","cac94ac159062263308cda4eaeb76a5c","kg-user-0f0c01ee6a1635512dd2c4604d3b4f5a","MDI1","INDIVIDUAL"
"6f3fbe8accc508605bf4b26b15d4f217","0965eab809ebe9722dad1d9250b1b11e","kg-user-757a7c0d451fae2cd7f94e6f0cb920f8","IPA1","HOUSEHOLD"
"f48482179a82a29a3a81a057582f5470","a5ad4f07837d819ddb3e2ef88ada84b3","kg-user-1a5e4ad9935112c68727190df72a2fc0","MDI1","INDIVIDUAL"
"003d4d400e9cfe94918f221ed2b9945a","541fa846784d41c3d7effae3c0da0248","kg-user-f4e40502e4466dc2c3e70a4b2ceb971b","IPA1","HOUSEHOLD"
"0ece023ecedef27f05108ec34d2c162a","38849334a9f9f2617014d97581c6bdfa","kg-user-097a16a697bfb227f8338f7231cc2016","MDI1","INDIVIDUAL"
"fd144b959ad516035a5809d392f6c10e","8d2eddc64a6a22aeea66d2b4b623e3a8","kg-user-499f3e3ea1514f11fceccf3209b73688","IPA1","HOUSEHOLD"
"88b8071ac1d903a83743a30e43964749","b1d45ac6fe23fe999043d73277c9716b","kg-user-73c13df3356cef17bfc56bc44638bcdc","MDI1","INDIVIDUAL"
"c7a464cbe5b05bb713468bca4012b693","b4c393297dcec9ec10db86f4c9e6e926","kg-user-083efdbd80c32d53a4dd11334c2da79f","MDI1","INDIVIDUAL"
"1265f667014c8e30dcc96d6e7bc4048c","02344aea5c25843ad8e06d9475a77998","kg-user-76176b387f2e79d195d5185967d976b5","MDI1","INDIVIDUAL"
"3b02fc9b6a2d6e69ab4ac543451f21c3","3ed5b99e8f1f53428c24ab3ef195c41b","kg-user-5eecde51d41d5270bcdbc0ee920f4b17","IPA1","HOUSEHOLD"
"1baa6573f1b2f4db75ff07ef5d9cb77d","0d1be6b3dcf1a3b6909ccc3ae61a19d0","kg-user-d89811e6102745666252a4fc1d952995","IPA1","HOUSEHOLD"
"5de70980757eb494e1fc311641d61393","c89e1a6390b948dbd9d4df7a0976e22e","kg-user-85fa85a33d4172b01e720aabb27512cd","IPA1","HOUSEHOLD"
"897283630021bb13773576e1dc2da298","47e8927825a6a3bf8d8e56a69bd06189","kg-user-21acbbe2d762d34d96a1156f09fead0d","MDI1","INDIVIDUAL"
"7753f0869735d36fdbe7260850a43dc0","bb8fbd98f4a36cea1f2b5672b60d6ab1","kg-user-3bb3b1104038bc02ff258ca78a82e06b","MDI1","INDIVIDUAL"
"dc12d1541d373e92709df7dbae3ddaef","359a179c495b0c84b2bcfd4998ca1695","kg-user-921bf0c1d48da58931c8a08e69ac7d6d","MDI1","INDIVIDUAL"
"fba401dad35cdc74d0252160e109b636","da8325bf0488defcbb3be602ab86ab6a","kg-user-4331a3bb25facf6a8875a95c8714380b","MDI1","INDIVIDUAL"
"82927931f6444a4af002e7321b3abfa7","f9d47e1e8fba7c189edfe35bc1367e91","kg-user-fcab65f2996a8808348d488c64adccab","MDI1","INDIVIDUAL"
"1d4bdedee4adb841d29667b632638cc9","c925d80d69658ebb2c5c6bbeed9c6723","kg-user-b72a381f1779ebf8f856613a7f5a5f58","IPA1","HOUSEHOLD"
"02ff64257780d1ee60878e33a1393504","15d09830a91a1c74e23d926bd590fbe4","kg-user-6f83e2990a78d3a191904d67819c8e80","IPA1","HOUSEHOLD"
"9af1bfd62795096e89c07e7d0cee145a","ff0d64ec10f8f646f8d894ecc82d6505","kg-user-0b029e5f73bd4157aa321b12b86d80f4","IPA1","HOUSEHOLD"
"316a958d5ce5a919847ebdc3300f944c","cb66b822ca1f92405836ad11ad11e17c","kg-user-a643b272f1ec82a76d509494ca35c391","IPA1","HOUSEHOLD"
"972c313bba977bc58585ff1b34e7d85c","826b117ee6c6dcfbb08c8677cdf881c9","kg-user-305a0d0417f8cde4e5cd52c6abba536e","IPA1","HOUSEHOLD"
"4d6b875d40df2e7d1097d89ca8bb053e","74600800cf34984dd7a94ed3496d656d","kg-user-c1438d29af82055f351bc71342e764e4","MDI1","INDIVIDUAL"
"14a55c2cac63c70d65d51cb288ed5359","a6baf1257c7fa50cdd8e59919c26b1c7","kg-user-ae756297dd92daae11338afa7f9cc3ed","MDI1","INDIVIDUAL"
"f439034dd7d00c0935cee5a685b22432","dc7b33af6f7fd45399346a3f6e426e01","kg-user-8a170580c5c74acb9ef6cc11d4e01e58","MDI1","INDIVIDUAL"
"fa693da375a6138540018b801d2a7b01","be79c92c2a3dd0451dc29903111d654f","kg-user-2a2e1954761659f9af592e0d2be779cf","MDI1","INDIVIDUAL"
"c1042e1ec153575d527ef1820e2def22","89c69c130ed1a255f0d33d6e9773bfa4","kg-user-dcb1d4047ef389b7920f2a9c9b3f6fcb","IPA1","HOUSEHOLD"
"a18678da8802c9cca57ec9abec98b506","42ebf3cde560ab8db1d9008e208104cd","kg-user-ffa1e07032e71768b14f60d400ba3e0d","MDI1","INDIVIDUAL"
"c6c8f4a1e80edd5bd32bbbf77efdc492","4def137a3df9ab7a5c031caa621fc9c7","kg-user-f8221b986e4b7d095208dc4120e60e55","MDI1","INDIVIDUAL"
"9bb218e1db5eb0d2ee638c2a1ba7bada","88a57776b33a911199b2ba32c81dde79","kg-user-ba97958b8a370b9e70ab019a1c8be82a","IPA1","HOUSEHOLD"
"6866ca2c1e697cecfd57774f67f08f51","2d8ae662f9e2b21862e4b4956dfefb99","kg-user-efd696894f3338e920e0c84aa19db60f","IPA1","HOUSEHOLD"
"0011af12a38c1bd40b95685f33f5b318","cd7d17348aac4e05d1d5c4c14e5b2ebe","kg-user-94d47947a5d0d058beb45ef3ba0f7c9b","MDI1","INDIVIDUAL"
"d3c2f9845a54d0c086c2a63314c2feae","f1e36e1451639698d0d93cbb64e51da1","kg-user-f56a6a582228d9440aa798405f2683ef","MDI1","INDIVIDUAL"
"6c4bf2b77979283460bd86a7a6b04f7c","a3aa54940bdbb003d9318e710c036d30","kg-user-77cf1d86645f57c381cb17a61b0f4196","MDI1","INDIVIDUAL"
"1d737002742dcec93bffeb10c367a1d8","afebc26ae2518517e1f8e2fbdfd79211","kg-user-5a94d715e3a24f769a71e054c689fc85","MDI1","INDIVIDUAL"
"6ff3f4e380515d92c6ec43599235351e","d1757b79f4dc5c7a845e634c76353ce6","kg-user-25d7ecb3e6f082a92aea530cc889efa4","MDI1","INDIVIDUAL"
"a439a73c34d153bfc67094e84f93a406","d804b0ce47ae1f7de8b3da9afc8b5ff1","kg-user-c9f35c48c6dac80b50687745a97a866f","MDI1","INDIVIDUAL"
"c8070e6aa3ffd3d979fd7539b4dd4bd9","48b2c746b775a684365f50baaf017864","kg-user-f0067cb2af6f96613523ad34f3d15660","IPA1","HOUSEHOLD"
"5579e0398eba8f4c6ed147559e5c598e","d494378bf97b31a0f189bd4b05bc628a","kg-user-6ea52d85b338ff80c7638981573d578f","IPA1","HOUSEHOLD"
"c2469f5f0d7324e116c64b4da0587fbc","9195f9d7b35659bee6a4246bd9c65a82","kg-user-7d1385f46b67b0b05e810b2278063740","MDI1","INDIVIDUAL"
"40612157ebb1f6999f02bc92e4af2e69","07d6d0f98191d18dc4033cfd5090f003","kg-user-4259deaf2fbb26c48dd04a49afae6087","MDI1","INDIVIDUAL"
"e512a31a0f8c9051c490558a1b16a23e","fe4a427f2549f6e81f601ca5b568963c","kg-user-a4fe1433ac1a5a2ee8625ec8ff761e4c","IPA1","HOUSEHOLD"
"47097ada7c1b5f452b64361578ad43ab","031678e660c31e3c889c5146799ce6d9","kg-user-86b4bd959b4e56c5d891243ab384d44d","IPA1","HOUSEHOLD"
"3ccc234cf66b40d2ab64641875c90e6b","69859726d8d7fa977bbd7b7ff7f3ffd4","kg-user-b6a8d63f621e3a97cf7ec38d956d73ef","MDI1","INDIVIDUAL"
"10c2fe4ee68db1f486ee396cc776e01f","e2ec4a740c66313f369f79c05a45180d","kg-user-4e287d821943b854bb965da05f38db1d","MDI1","INDIVIDUAL"
"08665f983f04620577989eb4d60265cf","c44ab5b0c5d94322f9ff72407a8168d3","kg-user-a8c8190f4e2f81aca56fd5990b919a49","IPA1","HOUSEHOLD"
"401c5822dac6e00c510aea72900df30a","1a1d45fc71fa50dab9ebca5b7c92f25e","kg-user-4ae16ba4cde6306d80cc33fb7467ab80","MDI1","INDIVIDUAL"
"fd6b1e25918f5a6caf4353547951bfcb","8ef5292f2e807eebe7bdcc6676dfa5e0","kg-user-04a37512ff17e1850c311eec95c82596","IPA1","HOUSEHOLD"
"ea57202e1a49644a9abd24c9e79b6e5e","2d907349beb8aab0a26ec17f4840c3ac","kg-user-564190bbed575a806476ad312bfc7a53","MDI1","INDIVIDUAL"
