"INDID","HHID","PUBMATIC_USER_ID","ASSIGNED_MATCH_CODE","ASSIGNED_MATCH_LEVEL"
"a2b042b4e871700de157f6722de28e4b","a53235f3c4ff291f58ff6ef64891b5ba","pm-user-670a423444df918e132e0867713907c6","IPA1","HOUSEHOLD"
"f29f155ddb861bc3982f7a10112101da","a0effb89e3eec97198d2db84f4aa457c","pm-user-dc94b14766b22902a6c7c68702c65d6c","HEM1","INDIVIDUAL"
"6afe0c272bd2b74b16362e009432f95a","2d1ad29a0c28c3ba4b98c5bf441f4add","pm-user-d6e3020d85e572e2f761f8b04bcd0c57","HEM1","INDIVIDUAL"
"44729dc4b7c5efc30e2e26dfae146102","39899acd7f8fe3e04e4cc0b8cd984e24","pm-user-68f13f8ea9d0ba8be17d9072fce4e3ed","HEM1","INDIVIDUAL"
"8894d9be85b7a54887d74086bdb3390e","c38f69bdefd95183cdf7b16a3f99faa9","pm-user-5920cff6d25ccd63874c25eec344022f","IPA1","HOUSEHOLD"
"b5e7387338b09f92db8accfb5b6ff808","9ac0e00aff40faf34ef5c2f3c66616c3","pm-user-171544b18b69844ffb25b281e2b4fb72","IPA1","HOUSEHOLD"
"56bf7b9d0b1a7e57c0e49b6f3b70f28e","490a8f78c06016b219ef8af49d4c3810","pm-user-3aa56ef8dddc10d3acbf7944a565e089","IPA1","HOUSEHOLD"
"edd4fb19208637a0dcaf2f71b3c7d510","8b537714d64016e7048cd3681bf6e10f","pm-user-46b652d43533ce5af057a09dd816f6c3","HEM1","INDIVIDUAL"
"93f1c586acdeea1ea76bcd1d10a49f87","6ef1664429974a68795d636e1ba8fedc","pm-user-1110509263c805766482b0c848da6a79","HEM1","INDIVIDUAL"
"b0a4737a6a6c4c9c0c55501e5ed22d66","4ed1870e50f6d4b253552df3dab0db21","pm-user-99ca478e1877f53b34df9e2680b42200","HEM1","INDIVIDUAL"
"a6eecd2fdf0c23d6194b8afc408efe38","1e1014a7bf6b5cb24a9f2f0e8635b8bb","pm-user-1f988531ba9ea9adf323268ec803dd7e","IPA1","HOUSEHOLD"
"17ff413c4de2bb45718c9aa07e52f712","7c0363ef0a2ed9c6bc2ddf3398d9f558","pm-user-d055e8782980a5c4c07c250f2ebd76b8","IPA1","HOUSEHOLD"
"8d33c928b6939d602cc5ae4a39b05a49","d47665ab76b9755253a93defad6c8d77","pm-user-dd6e37f49e09b89cfde3b0ae9b4abcb4","HEM1","INDIVIDUAL"
"b55054927a7b98771bccca029429067f","1912fd4ae6fea2b9cd07024c18d6dfcf","pm-user-d6a59637e835c015bf829f9066eea92e","MDI1","INDIVIDUAL"
"21d7e90c5257f1e973a3f3f016d89306","00c0d4e419466300b3b69b514956fa98","pm-user-5c695a43cddabd10ba643adfb05b26a7","HEM1","INDIVIDUAL"
"a9dc274a6c26fef52873ccca99ddf7a9","e5b55115c24cae501d648e62d52b03e0","pm-user-e574e22428375215c1570130b12e1530","HEM1","INDIVIDUAL"
"9a5ff5f30a773f6d667a5560fef6306e","6e5e7cadf305c4092de7e499b8aa4274","pm-user-6565d38d7b5ef2aa9d7893cfdc414051","HEM1","INDIVIDUAL"
"3bdfce2895e53bd39385b597b5fec1d2","91e5673dd248f5002e2bd0e6ca019b99","pm-user-30784bf5ae6bdf8f7f8dda32b9b303ea","IPA1","HOUSEHOLD"
"e7870e367493e67641b2ab13510b1ded","3e5fedfb5f97dc61edf9c3a1bd0aeed6","pm-user-ab84b2551725756cde1ee2ecc01a98a0","IPA1","HOUSEHOLD"
"e93f68b26ddf26faaba4b243b38e541e","fcf2a63ab085c47bfc9e242aed411b84","pm-user-9b3a66b4b2976070f405edcb26f13e84","IPA1","HOUSEHOLD"
"506ff9e80601c5fadcec77b271f5ba99","6f97d23a2fcaf342711a4760f4f7d578","pm-user-bea808fce39a2a01f76f19203e711f52","HEM1","INDIVIDUAL"
"2b463943f09c8b4856ff1eee6aa09ccc","97f919596a554f72eed695a684dacd2c","pm-user-885968f109d95d7290ecd3709cf75a5e","IPA1","HOUSEHOLD"
"042c40b9f5b9f3871feea8dbfe192fa9","22a19cff96d537401f46141cd1e1d053","pm-user-ea6d3c4fd0b55e9c3fd8a7ef2a06ce3d","IPA1","HOUSEHOLD"
"46047e409b82be4779e30fcaa7d816ca","fae6e31f827ccf86852596f1b223b316","pm-user-ce6764a8db573014f8da535c66a8bd84","HEM1","INDIVIDUAL"
"76ce55237e83951436c8294193ed84ea","da993c6453e53b20872f0fe6d47f594a","pm-user-a431db0e063af0c9413a65249476cf9c","IPA1","HOUSEHOLD"
"a19c57adf34a639dab141187b195a401","028e028b2fe454dc6a199694c41c5928","pm-user-32f7d0835e20a28a9d2f98da7a57b6a9","HEM1","INDIVIDUAL"
"5d4cdf7f3e9b8ecc51b00b59219e2b1c","bbe0aa736afbae7634041e243825b8b5","pm-user-3aed6ca97b2ad3e94b982ce1aef9848b","MDI1","INDIVIDUAL"
"d2da720d89793a77057ae03bd84a8d24","04e2d2a9f273e0cd6f8a2971496a1166","pm-user-4d89b060e81708d1ecaf8a7d236ff614","HEM1","INDIVIDUAL"
"ba51aa38852628eef19e02b82b4ed0a6","27e5a26eb2c39262161f602c41a0ca82","pm-user-d39c25fab5f6eeb560e880313ce52faf","IPA1","HOUSEHOLD"
"ae2626e0cf3d4c987e67a738fea0377e","163c99ecfa36da6a5de2eaf6abeac465","pm-user-f37babbcb09693f2711522edcfee47ed","IPA1","HOUSEHOLD"
"4c6b0cf3f37b7ed54bac2fd16db15054","42a9c4ee41776e550aa67d301f6d249a","pm-user-495fc87b926e956ae379a27c415286cc","MDI1","INDIVIDUAL"
"780c40131bc428b63a46d88ac658300e","525f5aa218e614e21c6d1d6d365561e7","pm-user-80f2263d09adcd7b3b971b068b2fb4be","MDI1","INDIVIDUAL"
"b0351b5951e8bce654d3772d30d23a83","f16eb419405cee6d2ee2454ea46e42a0","pm-user-6e744fca51d3251c61a96dfcec27310e","HEM1","INDIVIDUAL"
"d918019b4e062031286e7dfc5843e069","55f0cbebd56335f023dab9b4a332057e","pm-user-e97080a0c3d46e1f0a82337dfe2893f1","IPA1","HOUSEHOLD"
"a9ce2568da3acea1783cc21e3f4282f0","04110bbe3ee6dbf517f1a3c51b0dfdae","pm-user-e0ad92bcb774a2ca1abf3d76b3e259ae","HEM1","INDIVIDUAL"
"3921c7e7aac02e4f285ec1866b384908","26f6ff8ffc84e1145c01697042889d65","pm-user-d291d20e8a705f74edc0e718dfca0bbd","MDI1","INDIVIDUAL"
"f66cc35827e7a6e981fd9a3e5c4f6998","d68a977f4e1232f819db5ad1e53406ab","pm-user-cbd0f5188a6a7e8a66b4aee710e0f7fe","IPA1","HOUSEHOLD"
"4c4a723d4d8a8db1bf641bd1a783dd33","4b752671948cc034bf58c785b19b734d","pm-user-20d99f08fa926b2eabb318b8c7dc5c98","IPA1","HOUSEHOLD"
"25865015707d2effe4618d81dcf56c47","75903665870175ad995ba3c53b945907","pm-user-9e8623e6bda17365c87fabe30781d0d2","IPA1","HOUSEHOLD"
"4d24b9a6db4e43cca96f555625df8d21","c8d9af11c36aec3c6f0c1a05969bc894","pm-user-4db8bb0b5f8a4c0cc234aee9b6aebf96","HEM1","INDIVIDUAL"
"346193afab3328150f6340553482a6ad","7cee21e8f4ce06f5921a881e6a73599d","pm-user-b53aeb799927c2d7c942b478421be757","HEM1","INDIVIDUAL"
"e6253ad6d398e40ee6607df63fe1e3b8","7d6eda187282f515aee85b701ea6d422","pm-user-6b021332c9d9450dd3a7d51c6ce9aee7","MDI1","INDIVIDUAL"
"270d0b0c8c99163357046083a3d2c9cd","7976b344d9f40979a1cd52bf32c3ad68","pm-user-2ad56d36f3adbe5bfd792ef34a0d32ed","MDI1","INDIVIDUAL"
"dcc4de433d1e546b7a16f17c910aa7ed","513c29fb74015ad3282f316098afe568","pm-user-c76ce49840a833959adfccd228515ffe","MDI1","INDIVIDUAL"
"6fa5c8bd94aa0f063a7c8311e101a36c","719437a2aaace3021a810d02c9414f1d","pm-user-e8a0614b0b4b5d80dddc6672608b2dbc","MDI1","INDIVIDUAL"
"f487f847ca4020c6cf35e84f48564c9a","77b56da938f392c3c534f37ce1337824","pm-user-70429ac9c1ab11b54d5ef350f427ff39","IPA1","HOUSEHOLD"
"fdb1289068840decd28f69291feb9191","b774b3a2c60c16179c831b2a0684464c","pm-user-b45aad7f1711ae313037f6d85494c472","IPA1","HOUSEHOLD"
"efd5a88db3cf8d7b2c47656771a1068e","b66dd0cd5d2c92a90056b67c296edd42","pm-user-748cd254228eedca17503b65e50a1ca8","HEM1","INDIVIDUAL"
"d46b3975a13dd943dfa3c232a5359807","f76c6a6929c9098afccc0d60047a3719","pm-user-b84897a245c65507c75909c9919f99b8","MDI1","INDIVIDUAL"
"5a400fb430466628071c589a66c1bf1b","2dd3cd0fad70d7b305ebed7b4df9487f","pm-user-363b5c507cb16d3eda880cc70288cbfa","HEM1","INDIVIDUAL"
"481528f7435966a40a22b0f1c125f691","c66581b40b8fea350e919a65cb70a495","pm-user-c8333d6f668b158f5fd3af03ee395aa0","IPA1","HOUSEHOLD"
"226eedb3460fe8aa7f431a45682ee281","6d9e3c4976a02e55a4d4fe66bb429e6d","pm-user-dfac71456abaf181d3b3ce7a2a55fd6d","IPA1","HOUSEHOLD"
"700aa607c1c4ee0da4bf18ac6b73140a","00a233ac313b228dbcf6d633f8764bb8","pm-user-f157f041d782aa9dc848aaa4ac4e5874","IPA1","HOUSEHOLD"
"1bf2879ccbfc956e2d810049af1c76ea","3618d4421a563eba9d8a4921087b8fb4","pm-user-c59a7acc90479836cad4646e2106ba1e","HEM1","INDIVIDUAL"
"d7fa75e801f10a96f8c9c31aeb0632a8","1d54a8064ec57b29fe63c252a25b1f6f","pm-user-69f91a8108c0e86b5d646657d80d207b","MDI1","INDIVIDUAL"
"6417345b98a82d1ea2b17afe8e768db8","44413d6afce3deda5996e477fda08a1a","pm-user-248749da724b3faa08b55473005296ad","HEM1","INDIVIDUAL"
"533d2c6c4f0dda9cd4103d1f9faae366","09f56a8cc8a15b8eeb58de465eec255c","pm-user-bf14912888e87003bf703a97037e24cf","MDI1","INDIVIDUAL"
"b5036f1c0a279e87530579e39d3c69e8","9364c23d837ed2e17da351600a6eb1e0","pm-user-c52927f12e8add75381bcf6c5e143885","HEM1","INDIVIDUAL"
"820150ce80059ca49188c50f27b38e93","2dc4a9eab413db7df7d71e6e20473c08","pm-user-8b36c5368cff764fe90d8a67fa3c58d5","IPA1","HOUSEHOLD"
"e7c29f4b1bebe125b57b9db64eb0da14","638edf36bcc3b2af705457cd14e5e018","pm-user-53f55060ce83bd549e51f2948e3c41e1","HEM1","INDIVIDUAL"
"a84694584418e99e54fe81a1bcd7c923","59710c6ef2da3ddbe7a83023632eaedd","pm-user-dd5237b6256c06e4b50199e639459c68","MDI1","INDIVIDUAL"
"5250aedd7c64a14a308ee8d83dae987f","2575c2532cda9ef7cb9664369bad1f6c","pm-user-e7c96d08d04851743d5f6fb793c2fe5f","HEM1","INDIVIDUAL"
"380af5fb3015bd965a64cb83bf0b3edd","b974ce2022e846252161c4e86d2a68a5","pm-user-835deff6dd17887b2f5a45b7ad525078","HEM1","INDIVIDUAL"
"9618bd60c87dd7256f1eecfa5f41c1c4","939e0a71babb29a55d7bb6cb6f09fa2a","pm-user-03217313a963cc158a323086b016328d","IPA1","HOUSEHOLD"
"37a183d5da4bc6117e29f12859a3cafc","121060db28b67a351255e93739c39b71","pm-user-8b19fad2d19213b90f2ceab0a28053d5","IPA1","HOUSEHOLD"
"69993d2bd7658bddfbc3ba48f363cd7e","92cbae67e01a14f40907954f90147f1a","pm-user-3cad55808aeae315ea0f43ea99ad3793","MDI1","INDIVIDUAL"
"88bf7663b470ffa23194c28f2f54bfd8","c46b5d2c2caa2d9e4f834c1385eb2de6","pm-user-d7414fd864cf1102256f051e418787e4","IPA1","HOUSEHOLD"
"06e681b016b353426b461dc46ce87d6a","e0d9d608c451d49959706c24297869fb","pm-user-b1d463ff092ef741b0a3fcb89460d07f","HEM1","INDIVIDUAL"
"c570fe9a9adcabfb7b536fdbb4f0a666","dc17bd788bf5d003df6297bc45f5a712","pm-user-a5712165cc8199b0ca1283016ffd8f13","IPA1","HOUSEHOLD"
"2c2c4f90051a61f6ac0334ee980df773","675c107ec90c34a69aea0eeec140bae6","pm-user-51f47447c2f776fbae849cef3bfabdf2","HEM1","INDIVIDUAL"
"f1e7684467ee2c46b66108633c9ec92b","6bb5227aee0146bf53f4a82174cc50bd","pm-user-fc5617721e944d9774a425bb7fe540b2","MDI1","INDIVIDUAL"
"9046db7935844aa03a2fb1a205204683","98e7869543c55eb19e973030a43f4ddc","pm-user-3008063f1dc940537b36ac57af28ce69","IPA1","HOUSEHOLD"
"8f0aa3a045a4ca24922fd4388d43dc8a","7f3cbe9f1ea8ac8a11881efde1efafd4","pm-user-1294939fd5b940f876f53a4b0d4c7819","HEM1","INDIVIDUAL"
"986082f3a3c759b967cac27073042773","771bb3ac047471a1578a70b1b3af88a2","pm-user-2ec58ae775ff3cec6e526115fab3bc0e","HEM1","INDIVIDUAL"
"21874f5edb788d0910036560a4bd278b","3a30bdb2fbc344e038850276862e5e6f","pm-user-2a669c43d88409aa75eb9ad090a13d5c","MDI1","INDIVIDUAL"
"91b2600ac2c19e79aa13c631ff55572e","6b75bf434105ab4528b5496bb8523e45","pm-user-8fad87f78981359d6bbc2a7743a0549a","MDI1","INDIVIDUAL"
"50de91b2b2a59710c69a452703491ff2","e0bed590a3f6bd1d04058286b995aca2","pm-user-3b76bb67ea8e4d66a24ab5ec9f189654","IPA1","HOUSEHOLD"
"c84c6bb79c0c1aa9688cc51ca0dc0624","b79cdedb001a4956361671eea6fcb0d4","pm-user-f129c1bab6657bf94bfb534c5a78e860","HEM1","INDIVIDUAL"
"815fc58d59304a390a95e9f0ae6ee48d","2e4a6d13302fc8351cc4d16a5f7daa7b","pm-user-34bb1adb5e8e82384eaac4ee2a3962d5","HEM1","INDIVIDUAL"
"fec5e0af9b37d30fe3addc5f3a6ab488","c348d833e8bfca02eee87b7bb8c40424","pm-user-636caf67d7db4b5db55f4f3da9a4f475","IPA1","HOUSEHOLD"
"b1ffbee8a718640f59aef330d6d95211","a5adf4759a54fc2b853314b05780ea23","pm-user-0cadeedfd429fcc78f1b5b09a1242292","IPA1","HOUSEHOLD"
"ddc2cd942e79186a3008362f7b02c2b1","230dd191fa0dae1f281f3d1d10754fc7","pm-user-5d81adcfd2784ff0201948cf5640a3d6","IPA1","HOUSEHOLD"
"54fced35085240d7ba928553ea1486d6","c70162592db860400e615ed95137dcbd","pm-user-a852081714d150ea73c75937c7fb8716","HEM1","INDIVIDUAL"
"456d76f482ec74ce563471d6954c3d71","4db4d872e4de1bf0e8db78f8a840765d","pm-user-2e00d07637cb6ebdb8f4044ca549167c","MDI1","INDIVIDUAL"
"dc7a8d8336b096440d615cc144ebff4e","5894b1b80229a8264920aa3ec4ec91ff","pm-user-890e4a9ba3c0c74ad9c76ea5529d0fd7","MDI1","INDIVIDUAL"
"68d92d5bd98a16fd186a7385caa7650d","f1e6706253b92c6a958c0b4e2531ae90","pm-user-9a223626d4490273a2aaec30b2dbef5d","HEM1","INDIVIDUAL"
"b3249886a4a525e6d3583d1492eb282b","a3e9860d945f8f2b729cdece5e2669b9","pm-user-1158a570c0c02fab7b9b2cc6b727e0f5","IPA1","HOUSEHOLD"
"029cc0d731a5ef167b7cb6059d8f65bb","066bfd0534416d5728b42d7eb8fac02d","pm-user-c7cd0e0499a0f338c152eca21748bec0","HEM1","INDIVIDUAL"
"1e6e0a69316ec096628b2d7703f4424b","8612ff0190cf563d28f743bd0e9f68f7","pm-user-82b3eba728ff4a2d8ed709229670e02f","IPA1","HOUSEHOLD"
"c0c338535035915230bd0b6a59ca7de7","72c1ba96eb248c68eff7155bbc4a57e7","pm-user-4294f3edb50ecb6fcc6b9edef03fb603","HEM1","INDIVIDUAL"
"4141975c8e0651f091bad18d829017a1","7a5ef035cc3deaf9bb8f5fdca02e1747","pm-user-9197857b06b4b1b4b894a90c01d5e26e","IPA1","HOUSEHOLD"
"f4f619efbedad56570056a6d923ba11e","2a3521b93622702012bc34535f68b1c1","pm-user-61bd28e9cb314685170bfe943962ee3f","HEM1","INDIVIDUAL"
"a27d2c430ffb078344b8ef54577d781b","5f214d5424392772a958a5853a76e607","pm-user-db60d8fbe2c8c5a6aa0d94dd5031bf73","HEM1","INDIVIDUAL"
"3d40e2f641b92eeca8dc9886ba09f531","dd82ad3efa84342023e90d38cc363e64","pm-user-f136259e59555daeea364b420e9a624d","MDI1","INDIVIDUAL"
"16f2a2f26d1550aa61f907ff5325f79d","d361e02ca17179bfee29f20b958feadd","pm-user-1d46251c7f34d93fae5c04486e6a21bf","IPA1","HOUSEHOLD"
"0be97b85fec36a10bdb2d5a85df11fb9","afda694414699215708546b42ec40598","pm-user-f8d20d729d7cb103f7ad8df1b58dba1a","HEM1","INDIVIDUAL"
"8654219bc59ab1cd974536f59aaae2c9","92113c39cd9f0761986bf203a4c059b4","pm-user-ede53674b097ac7e3527e87859286cf1","HEM1","INDIVIDUAL"
"618e9b8ef68f214a52d9af3ec3bb10d2","449c715c35955ab2f14cdb178235db46","pm-user-f69481c09814a4556939a3e32d7d74f4","HEM1","INDIVIDUAL"
"9bcbdf8225d3daecf778c8a24ede7598","44b5ce26b9908c180a95df7996a6732e","pm-user-217f9b1ab5a28ba1a5950083117816f6","HEM1","INDIVIDUAL"
"ab2d68f32dadfee2e2d96ea999090225","3907b59cf96f493deeb4443a69b2759b","pm-user-80f7b086a05cc8d44747ce734f8e0711","IPA1","HOUSEHOLD"
"f92f80f0bff20f34e8bcac7b0b5dfe0b","5321eaec7799d3c1b489cc4e6521e25b","pm-user-f34742be4a500ab37f3fa77202ae25cd","IPA1","HOUSEHOLD"
"da1857f5c91f508a6b995329c0b607ae","68e3b847abc34e03e4f700055ab4341c","pm-user-ae9d10132314a956fed6f12ce5d998a1","IPA1","HOUSEHOLD"
"bf66d5f3e9a2a09c0af9b002c8fe6510","c8b4a3056b64b8a69449b04f7fddcd73","pm-user-4868c35cf0cc3acdc9a2f8e6c7f1ba41","IPA1","HOUSEHOLD"
"7d966eaa0b5b5ff2bec2518ca822cedd","0565e83e607b3781414a81bca4a3488e","pm-user-3c9c315c8b893637020f14b05bb04202","MDI1","INDIVIDUAL"
"713df6ea09727f938bcf93cc000adf1a","6da7f8255a6cd9186be6e82a669cc69d","pm-user-4f9703db70955568778246e7da0f40a0","IPA1","HOUSEHOLD"
"33c7505e0754aa424250f99bae76d49a","f57590d2692dea150d4366b8fc21f687","pm-user-03f83bb13e8a393b15ca09a6f7a052a1","MDI1","INDIVIDUAL"
"c2b097cd8b516358583360e31bfee4d1","e27a35abe93a2c39a18483b3601ed3d1","pm-user-adb64e2d08f1173adf34bc6afd94398e","HEM1","INDIVIDUAL"
"7b2acb5c24d7daf030804aea2e21690d","be4c0351811a30c4309743de2fc62bea","pm-user-c93ce9d851e5f6bf71e0b64cefee33c6","IPA1","HOUSEHOLD"
"ca65afd84a2757f8f8ffc702cefa6ae4","d896921bc188e91de059729e6bfdcdfb","pm-user-3d11e691a796a6b28b98a81c4083c5c7","HEM1","INDIVIDUAL"
"ab2127cffa9d24ee6fef3484d1cac86a","069d0f84d388bd7f5ff9559df88b4f60","pm-user-85a0166ecde8e1f94ead5397738b7ea5","HEM1","INDIVIDUAL"
"a626dd05139febb2fd65fa5e46154dee","dcbfb2fc32fa5af9b292e49a1d2b72fc","pm-user-424c2aea8e6ec185ef0a39a0260a2536","MDI1","INDIVIDUAL"
"b5e435b6c563d27c4ed5314a3ac900ab","237408177fcc71f08a5da1413cf6172d","pm-user-384dad6ccbf56318ad6a8e118c48edd6","MDI1","INDIVIDUAL"
"9680936377f0c6ae37ee2e44028a1a57","43ca3ef6003f08c864b4123e1b90beaa","pm-user-1d1fc2055d728b7f300e1b52ef852448","MDI1","INDIVIDUAL"
"fcd87666af90ee8ad8ef6ce0cc3f5c0b","7d3ad12624d7aff7f45777876b1f6855","pm-user-a69dba697b6b032928f05b48ce6d7901","HEM1","INDIVIDUAL"
"caf187ffcee262220fd1b4af1874cef0","9341e490893048620d4d9c475b0335dc","pm-user-04d42197abc23d8ca3bf0a37e318ae57","MDI1","INDIVIDUAL"
"adf707906347fd721cfe3230e5276f1a","4a70c415e489c225a596f5be2f997ede","pm-user-5374becbcd276080b8f11390af0c5e85","IPA1","HOUSEHOLD"
"8ac0e95df684d2dd9ef621e043ba6fed","687283b55307c2d7f503b6950633d712","pm-user-ae89a03e7cf4e42792f4298bdf7c649f","IPA1","HOUSEHOLD"
"20628fc995828ad5eb2ae249f78b5e59","fa01bb050d48423ee2e19ceae96650e5","pm-user-f615a3696da7a66afc841ce07c0645a6","IPA1","HOUSEHOLD"
"a3d86fa5fa2d0e9bab6ddb29309d3fe7","d433ecbf4c9392896cb5d801837d3d1b","pm-user-7f57f891743ce36c0abd9bd33e2b4c4a","IPA1","HOUSEHOLD"
"3ccf8f7ca7168808c28550084d31b30a","e3b4e3022aed5d851f5cb263bd639224","pm-user-94b86fcc4459014387a2bb164f838f34","MDI1","INDIVIDUAL"
"02da7e51e4393543b3d0479b30ea902d","743eeca6c6f44b5770e23b8b74067dd2","pm-user-557ca8f208df91820cd6188383c23358","HEM1","INDIVIDUAL"
"822e98a7a1163c5cf930d5095956ed01","db5faf58114b214c46d6809eea0d1ce3","pm-user-f403fa5c1e4ea8d7e2c17df0bf2bbc65","IPA1","HOUSEHOLD"
"62bd7064536b5c84392f7d854354bc9c","294f6f7e8622efe82ee6f0c0ad7cab18","pm-user-05faa978c5f59d6bd5f4177e78f4a21b","IPA1","HOUSEHOLD"
"63d67c39fa77180cbc4f40fdc05bc98f","d42d3dc6102f4e764ea071453ffebdd4","pm-user-4f0eb143cf9c64bde33a3dd335f3d34a","MDI1","INDIVIDUAL"
"c4b835b87e18ddb03fb977b0d413763d","be9c721e2aeb181220bdfeb9385554a8","pm-user-06c6ec182a905f91bc8181fe73f2d7c3","HEM1","INDIVIDUAL"
"44279627f70db1b32f08253ea47f8965","0608c9e7b4eee8c93587c1779a883bb5","pm-user-8e430cf423c0a0d8412948467038385c","MDI1","INDIVIDUAL"
"450ef43a943a2bbd29a7f4fe9a631ce8","fffc3cc0ab59a8404a36f03b75b78503","pm-user-eecf7d1ca761e0b4ad4801ba70ea738a","MDI1","INDIVIDUAL"
"b7f0e5eefdd3ac2c3ac3932a5a805c81","595bbc67aa7bdbdef5a0182b32a14126","pm-user-3b7b908f49c8ec80e0f6f3f785028f53","HEM1","INDIVIDUAL"
"b8c508c48c2da4bdfee849a91805c13e","0b66e128fa1cfb309f6cbac9ec115f77","pm-user-e768b7f9831d18e771d3e37157a9405e","IPA1","HOUSEHOLD"
"c7c9bd5b93d066bced7e79fe57abff5f","a3c91aa81de4b58245462f1760347dfc","pm-user-57e3dd2cae37d9f1bcfe0be59eedb9c2","HEM1","INDIVIDUAL"
"066490af4b2b46dc35d3097e3ef440ab","b7f6d810d3bebb4ff2451e0913d746a8","pm-user-4abd9ba9b5825bcb11fe8bcb9d748932","HEM1","INDIVIDUAL"
"757e9b5978fbf48a9800f6c2a16bf239","aa408ef70553bfcdea934c852ec93aef","pm-user-4dc3800c2271ec650e25a493c71e5082","HEM1","INDIVIDUAL"
"1a8ce178ecc653d01425606f5ae553a4","f20e8aee752232715c38e47d0e3fd8a0","pm-user-29e979a760f4e7686e6f3e8a318f5550","IPA1","HOUSEHOLD"
"b929ce8fa1a239cb84b3b392effc7a5b","c19799a0762240e4f5d8cbe295c666fa","pm-user-8e17eaf9e92473fe95ddb65e7161ef85","HEM1","INDIVIDUAL"
"c80bf8269e566e596e27a232f25ec64a","8e74365bc667b1750307b667bc9d1d96","pm-user-384f5a9b9ba373869c4ca7bea320f9da","HEM1","INDIVIDUAL"
"7aff9860c3fe2703958335551f8560e2","000654270f6ce85ef417a82eff112a4d","pm-user-fa2dd823364a8bc9d29137107c98de25","MDI1","INDIVIDUAL"
"b7ae81502a2582aae757a44c56771e29","68896f9370624707eb30ed5d17fe0e92","pm-user-05f87b08890acd5e52326bf27dbcb70c","MDI1","INDIVIDUAL"
"6af1327893eea1a288df120bfb013df1","392662f6834b4287fd1a73e381e9f3a0","pm-user-cc3fa4102f0706d931640e0dbc472c72","HEM1","INDIVIDUAL"
"f87374a98c20e775f0a4ebcb3c2f5318","8dbb0e9a8b21b45da2c3a6a92ae34f40","pm-user-a117b3ed2968307c8f92b068ca687da5","MDI1","INDIVIDUAL"
"6db5eba502b55afe7b783c5fc9c95689","4ecac53977258fb5abae2b1371c15e08","pm-user-9d256bed6cd8ff9bcd7a738574036196","MDI1","INDIVIDUAL"
"1b9f49cc5450b5138a711c011cc62c69","c4c3c105c2f49110d49d75de6e77067d","pm-user-4ed587b588b9dc264062ff2935622b12","MDI1","INDIVIDUAL"
"461a50c5aaa93dd4dd4ac0f808545e06","991d4234991e83a71142d8de598459e9","pm-user-01bb2f1b8dfa22eb23b6198644da6ce3","MDI1","INDIVIDUAL"
"eeae092ff877a303db931985d47b4085","8dd8de642343b66f3eddf41937a0332b","pm-user-d9cc50727ad1e263c654c2465fa57f6c","HEM1","INDIVIDUAL"
